Duration "Trip Route" Passholder Sample1 Sample2
1 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
55 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
71 "Round Trip" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
70 "Round Trip" Walk-up "" ""
6 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
69 "Round Trip" Walk-up "" ""
69 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
105 "Round Trip" Walk-up "" ""
7 "One Way" Walk-up "" ""
104 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Annual Pass" "" ""
36 "One Way" Walk-up "" ""
8 "One Way" "Annual Pass" "" ""
35 "One Way" Walk-up "" ""
21 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
26 "Round Trip" Walk-up "" ""
25 "Round Trip" Walk-up "" ""
25 "Round Trip" Walk-up "" ""
24 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
4 "One Way" Walk-up "" ""
28 "One Way" Walk-up "" ""
31 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
27 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
29 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Annual Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
39 "Round Trip" Walk-up "" ""
38 "Round Trip" Walk-up "" ""
38 "Round Trip" Walk-up "" ""
12 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
14 "One Way" Walk-up "" ""
10 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
28 "One Way" Walk-up "" ""
22 "One Way" "Monthly Pass" "" ""
26 "One Way" Walk-up "" ""
26 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
487 "One Way" Walk-up "" ""
5 "One Way" "Annual Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
12 "Round Trip" "Monthly Pass" "" ""
34 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
500 "One Way" "One Day Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
1 "One Way" "Monthly Pass" "" ""
28 "Round Trip" Walk-up "" ""
34 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
27 "Round Trip" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
32 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
1440 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
43 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
18 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
7 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
24 "Round Trip" Walk-up "" ""
27 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
9 "One Way" "Flex Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
40 "One Way" Walk-up "" ""
1440 "One Way" Walk-up "" ""
19 "One Way" "Monthly Pass" "" ""
35 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
25 "One Way" Walk-up "" ""
34 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
37 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
33 "One Way" Walk-up "" ""
32 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
15 "One Way" "Monthly Pass" "" ""
21 "Round Trip" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
55 "Round Trip" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
39 "One Way" Walk-up "" ""
3 "One Way" "Annual Pass" "" ""
40 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
45 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
43 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
17 "One Way" Walk-up "" ""
48 "One Way" Walk-up "" ""
4 "One Way" "Annual Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
15 "One Way" "Flex Pass" "" ""
14 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
1122 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
9 "One Way" "Annual Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
8 "One Way" "Annual Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
29 "One Way" "One Day Pass" "" ""
4 "One Way" "Flex Pass" "" ""
7 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
21 "One Way" Walk-up "" ""
7 "One Way" "Annual Pass" "" ""
33 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
21 "One Way" "Monthly Pass" "" ""
56 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
55 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
24 "Round Trip" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Flex Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
25 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
23 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
12 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
3 "One Way" "Annual Pass" "" ""
14 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
26 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
37 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
30 "Round Trip" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
22 "One Way" Walk-up "" ""
28 "Round Trip" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
26 "Round Trip" Walk-up "" ""
8 "One Way" Walk-up "" ""
24 "Round Trip" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
2 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
22 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
12 "One Way" Walk-up "" ""
21 "One Way" "Monthly Pass" "" ""
30 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
41 "Round Trip" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
28 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
18 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
322 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
43 "One Way" Walk-up "" ""
319 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
318 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
36 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
39 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
34 "One Way" "One Day Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
25 "Round Trip" "Monthly Pass" "" ""
15 "One Way" "Flex Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
50 "One Way" Walk-up "" ""
9 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
8 "One Way" "Flex Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
16 "One Way" "Annual Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Annual Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
18 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
17 "Round Trip" "Monthly Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
125 "Round Trip" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
15 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
11 "Round Trip" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
292 "Round Trip" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
37 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
48 "Round Trip" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
8 "One Way" "Annual Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
138 "Round Trip" Walk-up "" ""
137 "Round Trip" Walk-up "" ""
26 "One Way" "Monthly Pass" "" ""
1440 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
990 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
9 "One Way" "Flex Pass" "" ""
6 "One Way" "Annual Pass" "" ""
3 "One Way" Walk-up "" ""
26 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
23 "Round Trip" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
12 "One Way" "Annual Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
7 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
84 "Round Trip" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
81 "Round Trip" Walk-up "" ""
80 "Round Trip" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
1440 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
23 "One Way" "Monthly Pass" "" ""
8 "One Way" "Annual Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
17 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
886 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
9 "One Way" "Annual Pass" "" ""
12 "One Way" Walk-up "" ""
11 "One Way" Walk-up "" ""
4 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
2 "Round Trip" "Annual Pass" "" ""
8 "One Way" Walk-up "" ""
22 "Round Trip" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
138 "One Way" Walk-up "" ""
136 "One Way" Walk-up "" ""
135 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
133 "One Way" Walk-up "" ""
130 "One Way" Walk-up "" ""
14 "One Way" Walk-up "" ""
13 "One Way" Walk-up "" ""
13 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
165 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
2 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
413 "One Way" "Monthly Pass" "" ""
9 "Round Trip" Walk-up "" ""
21 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
67 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
9 "Round Trip" Walk-up "" ""
2 "One Way" "Annual Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
90 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
3 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
30 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
17 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
28 "One Way" Walk-up "" ""
5 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
8 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
11 "One Way" "Monthly Pass" "" ""
10 "One Way" Walk-up "" ""
16 "One Way" "Annual Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "Round Trip" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
92 "Round Trip" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
6 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
22 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
5 "One Way" "Annual Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
11 "One Way" Walk-up "" ""
9 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
18 "One Way" Walk-up "" ""
109 "Round Trip" Walk-up "" ""
108 "Round Trip" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
16 "One Way" Walk-up "" ""
15 "One Way" Walk-up "" ""
12 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
19 "One Way" "Monthly Pass" "" ""
9 "One Way" Walk-up "" ""
10 "One Way" "Monthly Pass" "" ""
15 "One Way" "Annual Pass" "" ""
20 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
15 "One Way" "Annual Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
21 "One Way" Walk-up "" ""
13 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" Walk-up "" ""
5 "One Way" "Annual Pass" "" ""
17 "One Way" "Monthly Pass" "" ""
24 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
3 "One Way" "Annual Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
10 "One Way" "Annual Pass" "" ""
8 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
38 "Round Trip" Walk-up "" ""
8 "One Way" Walk-up "" ""
1 "Round Trip" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
7 "One Way" "Annual Pass" "" ""
1 "Round Trip" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
18 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
15 "One Way" "Monthly Pass" "" ""
14 "One Way" "Monthly Pass" "" ""
4 "One Way" "Annual Pass" "" ""
7 "One Way" Walk-up "" ""
14 "One Way" "Monthly Pass" "" ""
1 "One Way" "Monthly Pass" "" ""
7 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
1440 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
16 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
20 "One Way" Walk-up "" ""
7 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
6 "One Way" "Monthly Pass" "" ""
10 "Round Trip" "Monthly Pass" "" ""
4 "One Way" "Flex Pass" "" ""
18 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
21 "One Way" Walk-up "" ""
8 "One Way" Walk-up "" ""
3 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
4 "One Way" "Annual Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
7 "One Way" Walk-up "" ""
25 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
24 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
10 "Round Trip" "Monthly Pass" "" ""
32 "One Way" "One Day Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
25 "One Way" "Monthly Pass" "" ""
13 "One Way" Walk-up "" ""
9 "One Way" "Annual Pass" "" ""
1 "Round Trip" "One Day Pass" "" ""
4 "One Way" "Monthly Pass" "" ""
12 "One Way" "Monthly Pass" "" ""
8 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
9 "One Way" "Monthly Pass" "" ""
13 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
39 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
10 "One Way" "Monthly Pass" "" ""
37 "One Way" Walk-up "" ""
17 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
6 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
3 "One Way" "Monthly Pass" "" ""
5 "One Way" "Monthly Pass" "" ""
8 "One Way" Walk-up "" ""
16 "One Way" Walk-up "" ""
22 "One Way" "Monthly Pass" "" ""
147 "Round Trip" Walk-up "" ""
145 "Round Trip" Walk-up "" ""
5 "One Way" "Monthly Pass" "" ""
131 "One Way" Walk-up "" ""
130 "One Way" Walk-up "" ""
129 "One Way" Walk-up "" ""
69 "One Way" Walk-up "" ""
4 "One Way" "Monthly Pass" "" ""
11 "One Way" "Monthly Pass" "" ""
64 "One Way" Walk-up "" ""
342 "One Way" Walk-up "" ""
20 "One Way" Walk-up "" ""
