Month Day Time State "F.Scale" Injuries Fatalities PropLoss Length Width NumberStates F0 ln(Length)
5 8 18:17:00 NM 0 0 0 0 0.2 40 1 Yes -1.6094379124341003
5 9 12:15:00 NM 0 0 0 0 4.9 40 1 Yes 1.589235205116581
5 9 12:25:00 NM 0 0 0 0 0.31 40 1 Yes -1.171182981502945
5 9 12:55:00 NM 0 0 0 0 0.07 30 1 Yes -2.659260036932778
5 9 16:00:00 NM 0 0 0 0 3.49 50 1 Yes 1.2499017362143359
5 9 18:11:00 CO -9 0 0 0 1.18 50 1 No 0.16551443847757333
5 9 18:46:00 TX -9 0 0 0 0.01 20 1 No -4.605170185988091
5 9 19:45:00 TX -9 0 0 0 0.01 15 1 No -4.605170185988091
5 9 20:31:00 TX -9 0 0 0 0.01 30 1 No -4.605170185988091
5 10 2:27:00 TX 1 0 0 0 2.8 180 1 No 1.0296194171811581
5 10 3:01:00 TX 1 0 0 0 2.65 50 1 No 0.9745596399981309
5 10 12:37:00 NM 0 0 0 0 1.66 50 1 Yes 0.5068176023684519
5 10 13:46:00 IA 0 0 0 0 2.77 50 1 Yes 1.0188473201992472
5 10 13:54:00 TX -9 0 0 0 0.01 10 1 No -4.605170185988091
5 10 14:37:00 TX -9 0 0 0 0.01 10 1 No -4.605170185988091
5 10 14:58:00 TX -9 0 0 0 1.05 25 1 No 0.04879016416943205
5 10 15:44:00 TX -9 0 0 0 0.36 50 1 No -1.0216512475319814
5 10 18:49:00 IL 0 0 0 8000 0.1 20 1 Yes -2.3025850929940455
5 10 19:05:00 OK 0 0 0 0 0.3 30 1 Yes -1.2039728043259361
5 10 19:31:00 OK -9 0 0 0 0.3 50 1 No -1.2039728043259361
5 10 19:36:00 OK -9 0 0 0 2 100 1 No 0.6931471805599453
5 10 21:58:00 TX -9 0 0 0 0.1 10 1 No -2.3025850929940455
5 10 23:34:00 MO 0 0 0 100000 1 100 1 Yes 0
5 11 13:01:00 OK 1 0 0 500000 1.5 300 1 No 0.4054651081081644
5 11 13:27:00 OK 1 0 0 0 3.1 350 1 No 1.1314021114911006
5 11 14:13:00 OK -9 0 0 0 0.1 50 1 No -2.3025850929940455
5 11 14:55:00 TX 0 0 0 4000 2.09 50 1 Yes 0.7371640659767196
5 11 16:11:00 OK 0 0 0 0 0.1 50 1 Yes -2.3025850929940455
5 11 17:09:00 TX 1 0 0 60000 1.28 175 1 No 0.2468600779315258
5 11 17:23:00 TX 1 0 0 50000 2.69 220 1 No 0.9895411936137477
5 11 18:03:00 TX 1 0 0 15000 5.3 280 1 No 1.667706820558076
5 11 19:15:00 LA 1 0 0 10000 2.32 215 1 No 0.8415671856782185
5 11 19:31:00 LA 1 0 0 0 0.76 110 1 No -0.2744368457017603
5 11 19:33:00 TX 2 0 0 1025000 4.57 800 1 No 1.5195132049061133
5 12 3:06:00 LA 1 0 0 15000 3.04 267 1 No 1.1118575154181303
5 12 8:01:00 LA 0 0 0 10000 0.14 40 1 Yes -1.9661128563728327
5 12 8:01:00 LA 1 1 0 0 0.6 30 1 No -0.5108256237659907
5 12 10:13:00 LA 0 0 0 0 0.2 25 1 Yes -1.6094379124341003
5 12 14:30:00 TN 0 0 0 0 0.13 40 1 Yes -2.0402208285265546
5 12 15:35:00 LA 0 0 0 0 0.54 20 1 Yes -0.616186139423817
5 15 17:45:00 IA 0 0 0 4000 0.98 50 1 Yes -0.020202707317519466
5 16 13:45:00 OK 0 0 0 0 0.09 25 1 Yes -2.407945608651872
5 16 14:04:00 TX 0 0 0 0 0.09 25 1 Yes -2.407945608651872
5 16 15:39:00 TX 0 0 0 0 1.39 50 1 Yes 0.3293037471426003
5 16 15:42:00 WI 3 25 1 10520000 82.53 1320 1 No 4.413161863604593
5 16 15:43:00 NE 0 0 0 3000 1.83 35 1 Yes 0.6043159668533296
5 16 15:53:00 TX 0 0 0 0 0.06 25 1 Yes -2.8134107167600364
5 16 16:16:00 TX 1 0 0 0 0.09 25 1 No -2.407945608651872
5 16 16:25:00 TX 2 0 0 0 9.18 1250 1 No 2.217027204632399
5 16 16:45:00 TX 0 0 0 0 0.29 25 1 Yes -1.2378743560016174
5 16 16:49:00 KS 1 0 0 0 4.03 50 1 No 1.3937663759585917
5 16 16:50:00 TX 0 0 0 0 2.26 25 1 Yes 0.8153648132841944
5 16 17:08:00 OK -9 0 0 0 1 20 1 No 0
5 16 17:18:00 OK 2 0 0 40000 10.25 150 1 No 2.327277705584417
5 16 17:23:00 OK -9 0 0 0 1.13 50 1 No 0.12221763272424911
5 16 17:36:00 NE 0 0 0 0 0.1 20 1 Yes -2.3025850929940455
5 16 17:45:00 OK 1 0 0 1000 0.75 50 1 No -0.2876820724517809
5 16 17:46:00 OK 2 10 1 25020000 18 1000 1 No 2.8903717578961645
5 16 18:59:00 KS 3 2 0 658000 26.64 300 1 No 3.2824138456721883
5 16 19:12:00 WI 0 0 0 0 0.33 175 1 Yes -1.1086626245216111
5 16 19:48:00 KS 0 0 0 0 0.34 75 1 Yes -1.0788096613719298
5 17 0:24:00 NE 1 0 0 0 2.19 50 1 No 0.7839015438284094
5 17 13:10:00 IA 0 0 0 0 0.02 10 1 Yes -3.912023005428146
5 17 13:42:00 IA 0 0 0 0 0.02 10 1 Yes -3.912023005428146
5 17 14:48:00 NE 1 0 0 0 0.37 50 1 No -0.994252273343867
5 17 15:16:00 IA 1 0 0 0 3.22 25 1 No 1.169381359556317
5 17 15:29:00 MN 0 0 0 10000 0.79 30 1 Yes -0.23572233352106983
5 17 16:04:00 IL 0 0 0 0 0.71 25 1 Yes -0.342490308946776
5 17 16:21:00 WI 1 0 0 60000 1.06 250 1 No 0.058268908123975824
5 17 17:36:00 IA 1 0 0 0 5.95 40 1 No 1.7833912195575383
5 17 17:50:00 IA 0 0 0 2000 0.2 30 1 Yes -1.6094379124341003
5 17 18:35:00 MN 0 0 0 10000 0.26 30 1 Yes -1.3470736479666092
5 17 18:44:00 IA 1 0 0 2000 2.14 25 1 No 0.7608058290337602
5 17 19:00:00 IL 1 0 0 40000 8.11 150 1 No 2.0930978681273213
5 17 19:44:00 IL 1 0 0 0 2.06 50 1 No 0.7227059828014898
5 17 20:20:00 IL 2 1 0 40000 1.29 50 1 No 0.25464221837358075
5 17 21:21:00 IL 1 0 0 100000 10.3 100 1 No 2.33214389523559
5 18 13:02:00 OK -9 0 0 0 0.7 50 1 No -0.35667494393873245
5 18 13:11:00 OK 0 0 0 5000 1.2 75 1 Yes 0.1823215567939546
5 18 14:29:00 CO -9 0 0 0 2.88 75 1 No 1.0577902941478545
5 18 14:29:00 OK 1 0 0 5000 6.05 100 1 No 1.80005827204275
5 18 14:40:00 OK -9 0 0 0 0.5 100 1 No -0.6931471805599453
5 18 15:03:00 KS 0 0 0 0 0.58 50 1 Yes -0.544727175441672
5 18 15:04:00 TX -9 0 0 0 0.2 50 1 No -1.6094379124341003
5 18 15:11:00 OK -9 0 0 0 0.2 50 1 No -1.6094379124341003
5 18 15:14:00 KS 0 0 0 0 0.49 50 1 Yes -0.7133498878774648
5 18 15:18:00 KS 0 0 0 0 0.35 50 1 Yes -1.0498221244986778
5 18 15:20:00 OK -9 0 0 0 0.2 30 1 No -1.6094379124341003
5 18 15:23:00 OK 0 0 0 10000 8.6 200 1 Yes 2.151762203259462
5 18 15:30:00 KS 0 0 0 0 0.11 50 1 Yes -2.2072749131897207
5 18 15:33:00 OK 0 0 0 5000 0.2 50 1 Yes -1.6094379124341003
5 18 15:33:00 KS 0 0 0 0 0.56 50 1 Yes -0.579818495252942
5 18 15:37:00 OK -9 0 0 0 0.2 30 1 No -1.6094379124341003
5 18 15:40:00 OK -9 0 0 0 0.3 50 1 No -1.2039728043259361
5 18 15:48:00 TX -9 0 0 0 1.2 50 1 No 0.1823215567939546
5 18 15:49:00 OK 1 0 0 2000 9 200 1 No 2.1972245773362196
5 18 15:54:00 TX 2 0 0 100000 2 100 1 No 0.6931471805599453
5 18 15:57:00 OK -9 0 0 0 0.2 50 1 No -1.6094379124341003
5 18 16:05:00 OK 0 0 0 12000 3.42 50 1 Yes 1.2296405510745139
5 18 16:23:00 KS 0 0 0 0 0.21 50 1 Yes -1.5606477482646683
5 18 16:49:00 KS 0 0 0 0 0.62 50 1 Yes -0.4780358009429998
5 18 16:52:00 KS 0 0 0 0 0.01 25 1 Yes -4.605170185988091
5 18 17:31:00 KS 0 0 0 0 0.34 50 1 Yes -1.0788096613719298
5 18 18:00:00 OK 0 0 0 2000 0.2 50 1 Yes -1.6094379124341003
5 18 18:41:00 TX 1 0 0 0 3.3 450 1 No 1.1939224684724346
5 18 19:04:00 TX 0 0 0 0 0.42 50 1 Yes -0.8675005677047232
5 18 19:38:00 TX 1 0 0 0 4.36 880 1 No 1.472472057360943
5 18 20:13:00 OK 0 0 0 5000 0.6 75 1 Yes -0.5108256237659907
5 18 20:46:00 OK 1 0 0 30000 8.2 1000 1 No 2.1041341542702074
5 18 20:56:00 OK 1 0 0 15000 4.6 1000 1 No 1.5260563034950492
5 18 20:57:00 OK 2 0 0 175000 13.7 850 1 No 2.617395832834079
5 18 21:11:00 OK 1 0 0 75000 4.7 500 1 No 1.547562508716013
5 18 21:15:00 OK 1 0 0 25000 3.8 450 1 No 1.33500106673234
5 18 21:25:00 OK 1 0 0 125000 8.8 600 1 No 2.174751721484161
5 18 21:30:00 OK 1 0 0 25000 5 500 1 No 1.6094379124341003
5 18 21:35:00 OK 1 0 0 20000 5.3 900 1 No 1.667706820558076
5 18 21:37:00 OK 1 0 0 25000 2 400 1 No 0.6931471805599453
5 18 21:39:00 OK 1 0 0 120000 10.3 700 1 No 2.33214389523559
5 18 21:40:00 OK 2 0 0 350000 2.8 400 1 No 1.0296194171811581
5 18 21:41:00 OK 1 0 0 20000 3.7 350 1 No 1.308332819650179
5 18 21:45:00 OK 1 0 0 0 16.6 650 1 No 2.8094026953624978
5 18 21:48:00 OK 1 0 0 200000 12.7 650 1 No 2.5416019934645457
5 18 22:01:00 OK 1 0 0 0 5.8 800 1 No 1.7578579175523736
5 18 23:07:00 AR 0 0 0 40000 2 225 1 Yes 0.6931471805599453
5 18 23:23:00 MO 1 0 0 100000 1 100 1 No 0
5 19 0:04:00 MO 0 0 0 50000 0.12 100 1 Yes -2.120263536200091
5 19 0:28:00 MO 0 1 0 10000 0.25 75 1 Yes -1.3862943611198906
5 19 0:30:00 MO 1 0 0 0 8.7 200 1 No 2.163323025660538
5 19 0:54:00 MO 0 0 0 100000 2.49 200 1 Yes 0.9122827104766164
5 19 1:00:00 MO 0 0 0 100000 3 500 1 Yes 1.0986122886681096
5 19 1:15:00 MO 1 0 0 10000 2 300 1 No 0.6931471805599453
5 19 2:00:00 MO 0 0 0 5000 0.25 50 1 Yes -1.3862943611198906
5 19 2:12:00 MO 0 0 0 50000 0.75 300 1 Yes -0.2876820724517809
5 19 3:15:00 MO 1 0 0 0 1.58 50 1 No 0.4574248470388755
5 19 3:23:00 MO 0 0 0 0 3.98 75 1 Yes 1.3812818192963463
5 19 13:55:00 MO 1 0 0 50000 2.03 10 1 No 0.7080357930536959
5 19 14:10:00 MO 0 0 0 50000 4.1 300 1 Yes 1.410986973710262
5 19 14:22:00 IN 1 0 0 250000 0.23 50 1 No -1.4696759700589417
5 19 14:23:00 TX -9 0 0 0 0.03 30 1 No -3.506557897319982
5 19 14:37:00 KS 0 0 0 0 0.38 50 1 Yes -0.9675840262617056
5 19 14:42:00 MO 1 0 0 50000 4.23 300 1 No 1.4422019930581866
5 19 14:53:00 KS 0 0 0 0 2.98 150 1 Yes 1.091923300517313
5 19 14:57:00 MO 0 0 0 5000 1 100 1 Yes 0
5 19 15:05:00 MO 0 0 0 0 0.86 100 1 Yes -0.15082288973458366
5 19 15:11:00 KS 0 0 0 0 2.22 50 1 Yes 0.7975071958841882
5 19 15:12:00 MO 0 0 0 0 0.47 75 1 Yes -0.7550225842780328
5 19 15:14:00 KS 0 0 0 0 4.5 75 1 Yes 1.5040773967762742
5 19 15:19:00 MO 0 0 0 5000 0.58 100 1 Yes -0.544727175441672
5 19 15:22:00 KS 0 0 0 0 0.21 50 1 Yes -1.5606477482646683
5 19 15:53:00 KS 0 0 0 0 0.32 50 1 Yes -1.1394342831883648
5 19 16:10:00 KS 0 0 0 0 0.31 50 1 Yes -1.171182981502945
5 19 16:32:00 KS 0 0 0 0 0.68 50 1 Yes -0.38566248081198456
5 19 16:37:00 KS 0 0 0 0 0.64 50 1 Yes -0.4462871026284195
5 19 17:00:00 TX -9 0 0 0 0.5 50 1 No -0.6931471805599453
5 19 17:27:00 MO 1 0 0 0 0.95 75 1 No -0.05129329438755058
5 19 18:15:00 KS 0 0 0 0 0.02 20 1 Yes -3.912023005428146
5 19 18:22:00 OK -9 0 0 0 0.2 50 1 No -1.6094379124341003
5 19 18:24:00 OK -9 0 0 0 0.2 50 1 No -1.6094379124341003
5 19 18:27:00 TX -9 0 0 0 0.08 25 1 No -2.5257286443082556
5 19 18:31:00 OK -9 0 0 0 0.2 50 1 No -1.6094379124341003
5 19 18:47:00 OK -9 0 0 0 2 400 1 No 0.6931471805599453
5 19 18:48:00 KS 0 0 0 0 0.21 50 1 Yes -1.5606477482646683
5 19 19:09:00 KS 0 0 0 0 0.01 25 1 Yes -4.605170185988091
5 19 19:25:00 KS 1 0 0 0 0.8 60 1 No -0.2231435513142097
5 19 19:38:00 KS 0 0 0 0 0.01 25 1 Yes -4.605170185988091
5 19 20:32:00 OK -9 0 0 0 1.5 50 1 No 0.4054651081081644
5 19 20:44:00 OK -9 0 0 0 2 50 1 No 0.6931471805599453
5 19 20:56:00 OK -9 0 0 0 6 50 1 No 1.791759469228055
5 19 21:13:00 OK -9 0 0 0 3 50 1 No 1.0986122886681096
5 20 17:10:00 IN 1 0 0 75000 0.16 30 1 No -1.8325814637483102
5 20 17:34:00 IN 0 0 0 0 1.22 50 1 Yes 0.19885085874516517
5 20 17:40:00 IN 1 0 0 20000 0.08 40 1 No -2.5257286443082556
5 20 18:40:00 IN 1 0 0 40000 1.45 40 1 No 0.371563556432483
5 21 13:55:00 TX 0 0 0 5000 7.23 20 1 Yes 1.9782390361706734
5 21 18:29:00 NM 0 0 0 0 2.23 50 1 Yes 0.8020015854720274
5 22 8:35:00 TX 0 0 0 200000 0.17 20 1 Yes -1.7719568419318752
5 22 10:45:00 TX 0 0 0 20000 0.1 20 1 Yes -2.3025850929940455
5 23 9:46:00 GA 0 0 0 2000 10.18 50 1 Yes 2.3204250111223765
5 23 10:56:00 GA 1 0 0 50000 10.63 100 1 No 2.363680192353857
5 23 11:46:00 GA 1 2 0 100000 5.22 150 1 No 1.6524974018945473
5 23 12:00:00 GA 1 0 0 500000 1.57 50 1 No 0.45107561936021673
5 23 13:38:00 NC 0 0 0 100000 2.24 30 1 Yes 0.8064758658669486
5 23 13:52:00 IL 0 0 0 0 0.26 15 1 Yes -1.3470736479666092
5 23 14:38:00 NC 1 1 0 1500000 13.74 100 1 No 2.620311286794203
5 23 15:30:00 IL 0 0 0 0 0.1 10 1 Yes -2.3025850929940455
5 23 15:53:00 GA 2 0 0 0 7.49 300 1 No 2.0135687975291283
5 23 16:16:00 NC 1 0 0 0 0.6 40 1 No -0.5108256237659907
5 23 16:37:00 TX 0 0 0 100000 1.81 200 1 Yes 0.5933268452777344
5 23 19:05:00 IL 0 0 0 0 0.15 10 1 Yes -1.8971199848858813
5 24 6:53:00 FL -9 0 0 0 0.64 25 1 No -0.4462871026284195
5 24 7:45:00 GA 1 0 0 20000 1.61 200 1 No 0.47623417899637166
5 24 8:47:00 GA 0 0 0 10000 0.28 90 1 Yes -1.2729656758128873
5 24 8:50:00 GA 0 0 0 30000 0.32 90 1 Yes -1.1394342831883648
5 24 9:16:00 GA 0 0 0 8000 0.08 30 1 Yes -2.5257286443082556
5 24 9:43:00 GA 0 0 0 7000 0.13 35 1 Yes -2.0402208285265546
5 24 10:36:00 TN 0 0 0 50000 2.1 75 1 Yes 0.7419373447293773
5 24 12:05:00 GA 0 0 0 25000 2.27 240 1 Yes 0.8197798314933114
5 24 12:40:00 SC 1 0 0 0 2.88 75 1 No 1.0577902941478545
5 24 13:04:00 SC 2 0 0 0 12.1 250 1 No 2.4932054526026954
5 24 13:26:00 NC 0 0 0 10000 1.13 50 1 Yes 0.12221763272424911
5 24 13:41:00 NC 2 0 0 250000 3.2 100 1 No 1.1631508098056809
5 24 14:14:00 NC 2 1 0 9600000 5.94 225 1 No 1.7817091333745536
5 24 14:19:00 SC 1 0 0 100000 8.05 50 2 No 2.0856720914304723
5 24 14:19:00 SC 0 0 0 0 0.67 50 2 Yes -0.40047756659712525
5 24 14:21:00 NC 1 0 0 100000 7.38 50 2 No 1.998773638612381
5 24 14:48:00 GA 0 0 0 5000 1.12 568 1 Yes 0.11332868530700327
5 24 14:52:00 NC 2 0 0 20000000 16.1 700 1 No 2.7788192719904172
5 24 17:47:00 OH 0 0 0 0 0.2 25 1 Yes -1.6094379124341003
5 24 18:11:00 OH 1 0 0 100000 3.04 100 1 No 1.1118575154181303
5 24 18:26:00 OH 0 0 0 3000 2.61 40 1 Yes 0.959350221334602
5 24 18:27:00 OH 0 0 0 0 0.72 25 1 Yes -0.3285040669720361
5 24 18:30:00 OH 0 0 0 0 2.23 25 1 Yes 0.8020015854720274
5 24 19:06:00 OH 0 0 0 2000 1.61 90 1 Yes 0.47623417899637166
5 24 19:12:00 OH 0 0 0 100000 1.13 90 1 Yes 0.12221763272424911
5 24 19:16:00 OH 1 0 0 250000 0.4 300 1 No -0.916290731874155
5 24 19:20:00 OH 1 0 0 50000 4.11 300 1 No 1.4134230285081433
5 24 20:03:00 OH 1 0 0 5000 1.91 160 1 No 0.6471032420585384
5 24 21:09:00 GA 1 0 0 50000 4.2 440 1 No 1.4350845252893227
5 25 13:05:00 CO 0 0 0 0 0.01 25 1 Yes -4.605170185988091
5 25 15:35:00 CO 0 0 0 0 2.78 100 1 Yes 1.0224509277025455
5 26 12:40:00 WY 0 0 0 1000 11.36 30 1 Yes 2.4300984132930052
5 26 16:20:00 CO 0 0 0 0 0.01 25 1 Yes -4.605170185988091
5 26 16:53:00 IL 1 0 0 45000 0.29 75 1 No -1.2378743560016174
5 26 17:15:00 CO 0 0 0 0 0.01 25 1 Yes -4.605170185988091
5 26 18:45:00 CO 0 0 0 0 0.5 75 1 Yes -0.6931471805599453
5 26 22:35:00 KS 0 0 0 0 0.25 50 1 Yes -1.3862943611198906
5 26 22:45:00 KS 0 0 0 0 0.25 30 1 Yes -1.3862943611198906
5 27 13:38:00 MO 1 0 0 25000 0.06 300 1 No -2.8134107167600364
5 27 13:38:00 MO 1 0 0 50000 0.13 50 1 No -2.0402208285265546
5 27 13:50:00 MO 1 0 0 100000 9 100 1 No 2.1972245773362196
5 27 14:05:00 MO 1 0 0 100000 4.97 400 1 No 1.6034198401085373
5 27 14:09:00 MO 1 0 0 0 2.07 100 1 No 0.7275486072772777
5 27 14:25:00 MO 1 0 0 0 0.01 100 1 No -4.605170185988091
5 27 15:00:00 MO 0 0 0 0 0.01 50 1 Yes -4.605170185988091
5 27 19:18:00 MO 0 0 0 40000 1.85 85 1 Yes 0.6151856390902335
5 27 19:20:00 OK 0 0 0 0 2.1 100 1 Yes 0.7419373447293773
5 27 19:55:00 OK -9 0 0 0 0.6 100 1 No -0.5108256237659907
5 27 21:17:00 OK -9 0 0 0 2.83 50 1 No 1.0402767116551463
5 27 21:39:00 OK -9 0 0 0 1.5 50 1 No 0.4054651081081644
5 27 22:06:00 OK -9 0 0 0 2.52 100 1 No 0.924258901523332
5 27 22:45:00 OK 1 0 0 30000 11.2 700 2 No 2.4159137783010487
5 27 22:45:00 OK 1 0 0 0 1.6 625 2 No 0.4700036292457356
5 27 22:46:00 AR 1 0 0 30000 9.6 700 2 No 2.2617630984737906
5 28 15:53:00 TX 1 0 0 750000 10.27 800 1 No 2.329227023940467
5 28 16:07:00 TX 1 0 0 35000 4.64 400 1 No 1.534714366238164
5 28 18:50:00 LA 1 0 0 0 1.13 564 1 No 0.12221763272424911
5 28 18:52:00 LA 1 0 0 0 0.12 127 1 No -2.120263536200091
5 28 19:07:00 LA 1 0 0 0 0.09 135 1 No -2.407945608651872
5 30 13:36:00 LA -9 0 0 0 0.25 50 1 No -1.3862943611198906
5 30 15:39:00 LA 0 0 0 0 0.25 75 1 Yes -1.3862943611198906
5 30 15:59:00 VA 0 0 0 0 0.45 25 1 Yes -0.7985076962177716
5 31 13:44:00 KS 0 0 0 0 0.34 50 1 Yes -1.0788096613719298
5 31 16:58:00 NY 1 0 0 0 1.11 440 1 No 0.10436001532424286
6 5 14:32:00 CO 0 0 0 0 0.01 25 1 Yes -4.605170185988091
6 5 17:07:00 FL 0 0 0 0 0.06 10 1 Yes -2.8134107167600364
6 5 17:25:00 NC 1 0 0 0 0.28 100 1 No -1.2729656758128873
6 6 12:11:00 FL 1 0 0 0 2.21 70 1 No 0.7929925155296614
6 7 11:49:00 ND 0 0 0 0 0.4 25 1 Yes -0.916290731874155
6 7 11:59:00 ND 0 0 0 0 3 75 1 Yes 1.0986122886681096
6 7 12:02:00 ND 0 0 0 0 0.25 50 1 Yes -1.3862943611198906
6 7 12:13:00 ND 0 0 0 0 0.5 100 1 Yes -0.6931471805599453
6 7 12:17:00 ND 0 0 0 0 0.58 100 1 Yes -0.544727175441672
6 7 12:18:00 ND 0 0 0 0 1 100 1 Yes 0
6 7 12:18:00 ND 0 0 0 0 4 100 1 Yes 1.3862943611198906
6 7 12:23:00 ND 0 0 0 0 1.87 75 1 Yes 0.6259384308664953
6 7 18:28:00 CO 0 0 0 0 0.1 25 1 Yes -2.3025850929940455
6 9 15:05:00 IL 0 0 0 0 0.21 20 1 Yes -1.5606477482646683
6 9 17:09:00 ND 0 0 0 0 2 200 1 Yes 0.6931471805599453
6 9 17:27:00 ND 1 0 0 100000 1.29 600 1 No 0.25464221837358075
6 9 17:45:00 ND 2 0 0 1500000 18 800 1 No 2.8903717578961645
6 9 18:08:00 ND 2 0 0 200000 8 600 1 No 2.0794415416798357
6 9 18:12:00 ND 1 0 0 200000 1 200 1 No 0
6 9 18:34:00 ND 0 0 0 0 2.05 200 1 Yes 0.7178397931503168
6 9 19:27:00 ND 0 0 0 0 0.1 25 1 Yes -2.3025850929940455
6 9 19:29:00 ND 0 0 0 10000 3 150 1 Yes 1.0986122886681096
6 9 20:32:00 ND 0 0 0 0 0.1 75 1 Yes -2.3025850929940455
6 10 1:10:00 MN 1 0 0 150000 0.6 150 1 No -0.5108256237659907
6 11 6:31:00 MN 1 0 0 200000 1.63 300 1 No 0.4885800148186709
6 12 15:55:00 WY -9 0 0 0 23.24 40 1 No 3.1458749319837103
6 12 16:40:00 WY 0 0 0 0 2.78 80 1 Yes 1.0224509277025455
6 12 16:40:00 CO 2 0 0 0 14.98 300 2 No 2.7067159780890733
6 12 16:40:00 CO 1 0 0 0 7.24 300 2 No 1.979621206397625
6 12 16:57:00 WY 2 0 0 0 7.74 200 2 No 2.046401687601636
6 12 16:49:00 WY 1 0 0 0 0.5 25 1 No -0.6931471805599453
6 12 17:05:00 WY 1 0 0 0 1.51 80 1 No 0.412109650826833
6 12 17:09:00 WY 2 2 0 603000 25.55 500 2 No 3.2406373166497136
6 12 17:09:00 WY 2 1 0 597000 14.87 200 2 No 2.6993457604720636
6 12 17:30:00 NE 2 1 0 6000 10.68 500 2 No 2.3683728335320486
6 12 17:30:00 WY 2 0 0 10000 1.58 250 1 No 0.4574248470388755
6 12 17:50:00 WY 0 0 0 0 0.69 25 1 Yes -0.37106368139083207
6 12 18:01:00 NE 1 0 0 0 0.96 80 1 No -0.040821994520255166
6 12 18:12:00 NE -9 0 0 0 0.74 25 1 No -0.3011050927839216
6 12 18:14:00 WY 0 0 0 0 3.14 30 1 Yes 1.144222799920162
6 12 18:21:00 WI 0 0 0 7000 2.13 50 1 Yes 0.7561219797213337
6 12 18:30:00 NE 1 0 0 25000 4.19 100 1 No 1.4327007339340465
6 12 18:33:00 NE -9 0 0 0 1.09 25 1 No 0.0861776962410524
6 12 18:36:00 WY 0 0 0 0 0.07 20 1 Yes -2.659260036932778
6 12 19:13:00 NE 1 0 0 0 0.24 50 1 No -1.4271163556401458
6 12 19:19:00 NE 2 0 0 3500000 31.65 300 1 No 3.4547381485901854
6 12 20:30:00 NE 1 0 0 21000 9.2 10 1 No 2.2192034840549946
6 12 20:40:00 NE 1 0 0 21000 9.2 10 1 No 2.2192034840549946
6 12 21:10:00 SD 0 0 0 0 0.01 7 1 Yes -4.605170185988091
6 12 22:40:00 NE 1 0 0 21000 9.2 10 1 No 2.2192034840549946
6 13 15:16:00 SD 0 0 0 0 0.12 10 1 Yes -2.120263536200091
6 13 15:25:00 SD 1 0 0 0 0.25 175 1 No -1.3862943611198906
6 13 15:32:00 SD 0 0 0 0 0.1 10 1 Yes -2.3025850929940455
6 13 17:05:00 SD 0 0 0 0 0.1 10 1 Yes -2.3025850929940455
6 13 17:45:00 MN 0 0 0 0 1.54 35 1 Yes 0.43178241642553783
6 13 17:56:00 MN 1 0 0 0 2.96 300 1 No 1.085189268335969
6 13 18:28:00 MN 0 0 0 0 0.45 75 1 Yes -0.7985076962177716
6 13 18:29:00 SD 1 0 0 0 0.21 40 1 No -1.5606477482646683
6 13 18:55:00 SD 0 0 0 0 0.12 50 1 Yes -2.120263536200091
6 13 19:20:00 SD 1 0 0 0 0.36 100 1 No -1.0216512475319814
6 13 19:25:00 SD 0 0 0 0 0.13 90 1 Yes -2.0402208285265546
6 13 19:27:00 MN 1 0 0 0 0.25 170 1 No -1.3862943611198906
6 13 19:30:00 MN 1 0 0 0 0.07 50 1 No -2.659260036932778
6 14 11:30:00 FL 0 0 0 0 0.01 10 1 Yes -4.605170185988091
6 14 12:47:00 WI 0 0 0 0 0.1 25 1 Yes -2.3025850929940455
6 14 13:49:00 WI 1 0 0 100000 2.78 100 1 No 1.0224509277025455
6 14 14:28:00 WI 1 0 0 255000 8.02 125 1 No 2.081938421878423
6 14 14:30:00 WI 0 0 0 2500 2.83 50 1 Yes 1.0402767116551463
6 14 14:31:00 WI 0 0 0 0 3.99 50 1 Yes 1.3837912309017721
6 14 14:40:00 WI 1 0 0 0 3.98 100 1 No 1.3812818192963463
6 14 14:45:00 WI 1 0 0 0 5.08 75 1 No 1.6253112615903906
6 14 14:51:00 WI 1 0 0 75000 5.8 150 1 No 1.7578579175523736
6 14 14:53:00 WI 0 0 0 0 1.21 50 1 Yes 0.1906203596086497
6 14 14:53:00 WI 0 0 0 25000 3.05 50 1 Yes 1.11514159061932
6 16 15:47:00 NE 0 0 0 0 0.5 25 1 Yes -0.6931471805599453
6 16 16:32:00 NE 1 0 0 350000 2.11 100 1 No 0.7466879474879751
6 16 16:50:00 NE 0 0 0 0 4.52 25 1 Yes 1.5085119938441398
6 16 18:10:00 NE 1 0 0 0 1.44 50 1 No 0.36464311358790924
6 16 19:05:00 NE 2 0 0 0 13.99 250 2 No 2.63834278867739
6 16 19:05:00 NE 2 0 0 0 9.42 150 2 No 2.2428350885882717
6 16 19:10:00 IA 1 0 0 0 4.57 250 2 No 1.5195132049061133
6 16 19:08:00 NE 1 0 0 0 6.65 300 2 No 1.8946168546677629
6 16 19:08:00 NE 1 0 0 0 4.86 300 2 No 1.5810384379124025
6 16 19:11:00 IA 1 0 0 0 1.79 150 2 No 0.5822156198526637
6 16 19:40:00 NE 0 0 0 0 0.5 20 1 Yes -0.6931471805599453
6 16 20:35:00 IA 1 0 0 30000 1.32 40 1 No 0.27763173659827955
6 16 20:39:00 NE 0 0 0 0 0.94 40 1 Yes -0.06187540371808753
6 16 22:01:00 KS 1 0 0 0 2.63 100 1 No 0.9669838461896731
