Rank "School" "ROI" "Cost" "GradRate" "Years" "Loan"
863 "Doane University-Arts & Sciences(Private)" 214000 166000 59 4 28900
863 "Keene State College(In-State)" 214000 103000 63 4 38200
863 "Southern Utah University(Out-of-State)" 214000 129000 49 5 15600
863 "University of Great Falls(Private)" 214000 138000 31 5 35100
863 "University of Pittsburgh-Johnstown(In-State)" 214000 106000 53 5 34500
868 "Alabama A & M University(Out-of-State)" 213000 118000 27 5 39000
868 "Colorado Mesa University(In-State)" 213000 85000 32 5 37200
868 "Indiana University-Purdue University-Fort Wayne(In-State)" 213000 88500 22 5 22300
868 "Linfield College-McMinnville Campus(Private)" 213000 206000 70 4 27600
868 "Southern New Hampshire University(Private)" 213000 186000 58 4 28500
868 "University of Minnesota-Crookston(In-State)" 213000 91300 54 4 29700
868 "University of Minnesota-Crookston(Out-of-State)" 213000 91300 54 4 29700
868 "University of Northern Colorado(In-State)" 213000 88400 48 5 24200
868 "Wofford College(Private)" 213000 210000 80 4 28600
877 "DeSales University(Private)" 212000 197000 68 4 40800
877 "Shawnee State University(In-State)" 212000 87500 30 4 23300
877 "Susquehanna University(Private)" 212000 218000 74 4 31000
877 "University of Minnesota-Morris(In-State)" 212000 93200 64 4 33300
881 "St Lawrence University(Private)" 211000 251000 84 4 31100
881 "University of Louisiana at Lafayette(Out-of-State)" 211000 134000 45 5 19400
881 "University of Maine(Out-of-State)" 211000 167000 59 5 32300
884 "Shippensburg University of Pennsylvania(Out-of-State)" 210000 136000 56 4 37600
884 "Sierra Nevada College(Private)" 210000 186000 35 4 29300
884 "Stockton University(Out-of-State)" 210000 142000 70 4 32700
884 "University of Minnesota-Morris(Out-of-State)" 210000 95200 64 4 33300
884 "University of the Virgin Islands(In-State)" 210000 78600 22 5 21400
889 "Augsburg College(Private)" 209000 191000 57 4 40400
889 "Concordia College-New York(Private)" 209000 172000 54 4 25500
889 "Concordia University-Irvine(Private)" 209000 182000 54 4 27600
889 "Fresno Pacific University(Private)" 209000 156000 62 4 29000
889 "McKendree University(Private)" 209000 160000 52 4 27500
889 "SUNY College of Environmental Science and Forestry(Out-of-State)" 209000 140000 75 4 27700
889 "Texas A & M International University(Out-of-State)" 209000 110000 41 5 16700
889 "University of Oregon(Out-of-State)" 209000 185000 72 4 29700
897 "Eastern Illinois University(In-State)" 208000 95600 57 5 28700
897 "Marymount California University(Private)" 208000 206000 34 "" 48200
897 "SUNY at Purchase College(In-State)" 208000 100000 62 4 26200
897 "Saint Michael's College(Private)" 208000 212000 79 4 36900
897 "State University of New York at New Paltz(In-State)" 208000 89800 72 4 25000
897 "Texas A & M University-Commerce(Out-of-State)" 208000 114000 43 5 23200
897 "University of South Dakota(In-State)" 208000 82800 55 5 28300
904 "Daemen College(Private)" 207000 159000 55 5 32700
904 "Pennsylvania State University-Penn State Berks(Out-of-State)" 207000 157000 56 4 31100
904 "University of Mary(Private)" 207000 104000 54 4 33200
907 "Dickinson College(Private)" 206000 254000 84 4 24400
907 "Olivet Nazarene University(Private)" 206000 174000 57 4 28600
907 "Texas Southern University(In-State)" 206000 99700 17 5 24500
907 "Troy University(Out-of-State)" 206000 102000 37 5 27300
907 "Wilkes University(Private)" 206000 197000 62 4 41200
907 "Woodbury University(Private)" 206000 205000 44 5 19500
907 "Xavier University(Private)" 206000 194000 72 4 31900
914 "Bloomsburg University of Pennsylvania(Out-of-State)" 205000 133000 62 5 31400
914 "CUNY Lehman College(Out-of-State)" 205000 132000 44 5 17900
916 "Missouri State University-Springfield(In-State)" 204000 79900 55 5 25100
916 "Tarleton State University(Out-of-State)" 204000 110000 43 5 33700
916 "The University of Tennessee-Knoxville(Out-of-State)" 204000 191000 69 5 27600
916 "University of Saint Mary(Private)" 204000 147000 34 4 22900
916 "Wittenberg University(Private)" 204000 203000 68 4 35100
921 "Caldwell University(Private)" 203000 185000 58 4 33300
921 "Northern Arizona University(Out-of-State)" 203000 151000 53 4 24500
921 "Southeastern Oklahoma State University(Out-of-State)" 203000 98200 25 5 16200
921 "Wheaton College (Illinois)(Private)" 203000 178000 91 4 28400
925 "Albion College(Private)" 202000 204000 71 4 29700
925 "Dickinson State University(In-State)" 202000 67500 34 5 24800
925 "Neumann University(Private)" 202000 167000 54 5 36300
925 "University of Arkansas at Little Rock(In-State)" 202000 90800 30 6 22100
925 "University of Central Missouri(In-State)" 202000 75300 53 5 25800
930 "John Brown University(Private)" 201000 145000 65 4 27600
930 "Robert Morris University(Private)" 201000 171000 61 4 36600
930 "Salem State University(Out-of-State)" 201000 120000 52 5 30800
930 "Southern Adventist University(Private)" 201000 127000 61 6 30800
930 "University of Maryland Eastern Shore(Out-of-State)" 201000 123000 36 5 26100
935 "Lewis-Clark State College(In-State)" 200000 73500 30 5 19600
935 "University of Saint Francis-Fort Wayne(Private)" 200000 155000 56 4 28600
935 "Vanguard University of Southern California(Private)" 200000 176000 56 4 28000
938 "Christopher Newport University(Out-of-State)" 199000 152000 75 4 31700
938 "University of Wisconsin-Oshkosh(Out-of-State)" 199000 103000 53 5 26000
938 "Winston-Salem State University(In-State)" 199000 72400 47 5 24800
941 "College of Our Lady of the Elms(Private)" 198000 187000 64 4 31800
941 "Edgewood College(Private)" 198000 156000 63 5 30400
941 "Frostburg State University(Out-of-State)" 198000 128000 47 5 28700
941 "George Fox University(Private)" 198000 182000 64 4 31700
941 "Pennsylvania State University-Penn State Altoona(Out-of-State)" 198000 157000 67 4 35200
941 "Southern Connecticut State University(In-State)" 198000 95600 51 5 27700
941 "Westfield State University(Out-of-State)" 198000 113000 66 4 25600
948 "Belmont Abbey College(Private)" 197000 131000 44 4 25200
948 "Bowling Green State University-Main Campus(Out-of-State)" 197000 126000 55 5 28500
948 "Dordt College(Private)" 197000 163000 69 4 31200
948 "Gannon University(Private)" 197000 175000 65 4 32300
948 "The University of Texas Rio Grande Valley(In-State)" 197000 72200 41 5 15300
948 "University of South Dakota(Out-of-State)" 197000 93800 55 5 28300
954 "Eastern Kentucky University(In-State)" 196000 80200 41 6 22700
954 "University of Mississippi(Out-of-State)" 196000 143000 60 5 33500
956 "Aurora University(Private)" 195000 138000 58 4 23900
956 "Eckerd College(Private)" 195000 218000 66 4 34600
958 "Indiana University of Pennsylvania-Main Campus(In-State)" 194000 99900 54 4 33500
958 "Nyack College(Private)" 194000 153000 35 4 27100
958 "Shepherd University(In-State)" 194000 80200 46 5 40400
958 "University of Central Oklahoma(In-State)" 194000 76600 38 5 26100
958 "University of North Carolina School of the Arts(In-State)" 194000 90400 62 4 28700
958 "University of Wisconsin-Parkside(In-State)" 194000 75400 24 5 22800
964 "Elmhurst College(Private)" 193000 190000 69 4 26900
964 "St Bonaventure University(Private)" 193000 177000 64 4 33900
964 "Stephen F Austin State University(In-State)" 193000 89100 44 5 25700
967 "Curry College(Private)" 192000 212000 47 4 41300
967 "Dickinson State University(Out-of-State)" 192000 77400 34 5 24800
967 "Eastern Connecticut State University(Out-of-State)" 192000 149000 54 4 28500
967 "Lakeland College(Private)" 192000 149000 54 4 26700
967 "Le Moyne College(Private)" 192000 187000 67 4 35500
967 "St Thomas University(Private)" 192000 173000 43 4 37300
967 "University of Louisville(Out-of-State)" 192000 156000 53 5 25400
967 "Vassar College(Private)" 192000 258000 91 4 19600
975 "Bethel University (Minnesota)(Private)" 191000 187000 76 4 40300
975 "Fort Hays State University(In-State)" 191000 67700 37 5 21400
975 "University of Arkansas-Fort Smith(In-State)" 191000 68800 26 5 15600
975 "University of Missouri-St Louis(Out-of-State)" 191000 153000 53 5 23200
979 "Saint Josephs College(Private)" 190000 159000 50 4 28500
979 "Southeastern Louisiana University(In-State)" 190000 76000 40 5 20300
979 "Trevecca Nazarene University(Private)" 190000 144000 49 4 27300
979 "Viterbo University(Private)" 190000 145000 46 4 27800
983 "American International College(Private)" 189000 189000 44 4 30900
983 "Kenyon College(Private)" 189000 253000 90 4 24100
983 "Lake Superior State University(In-State)" 189000 89900 41 5 24700
983 "SUNY College at Oswego(In-State)" 189000 91100 66 4 28200
983 "Shawnee State University(Out-of-State)" 189000 110000 30 4 23300
983 "The University of Montana(In-State)" 189000 75700 45 5 24400
983 "The University of Tennessee-Chattanooga(In-State)" 189000 87400 44 5 12200
983 "University of South Carolina-Upstate(In-State)" 189000 93800 42 5 25600
991 "High Point University(Private)" 188000 189000 64 4 41600
991 "SUNY Oneonta(Out-of-State)" 188000 129000 72 4 26700
991 "University of Bridgeport(Private)" 188000 207000 29 4 32300
991 "University of Saint Joseph(Private)" 188000 205000 63 4 31100
995 "Appalachian State University(In-State)" 187000 75800 72 4 22500
995 "Louisiana College(Private)" 187000 98500 35 5 28400
995 "Mercy College(Private)" 187000 142000 39 5 26300
995 "Mount St Mary's University(Private)" 187000 206000 71 4 39400
995 "Rhode Island College(Out-of-State)" 187000 128000 47 5 24500
995 "The College of Saint Scholastica(Private)" 187000 181000 66 4 42000
995 "University of Memphis(Out-of-State)" 187000 146000 42 5 21700
995 "University of South Florida-St Petersburg(In-State)" 187000 81800 36 5 34800
1003 "Georgia Southern University(Out-of-State)" 186000 132000 51 5 25000
1003 "Kent State University at Kent(In-State)" 186000 101000 55 5 29100
1003 "Middle Tennessee State University(In-State)" 186000 86300 43 5 22300
1003 "Misericordia University(Private)" 186000 176000 74 4 38200
1003 "Philadelphia University(Private)" 186000 211000 58 4 34700
1003 "The University of Findlay(Private)" 186000 171000 64 4 33600
1003 "Transylvania University(Private)" 186000 185000 75 4 26700
1003 "University of Wisconsin-River Falls(In-State)" 186000 73600 54 5 27600
1011 "California Institute of the Arts(Private)" 185000 253000 66 4 40000
1011 "Harding University(Private)" 185000 112000 64 4 29000
1011 "Juniata College(Private)" 185000 210000 76 4 39800
1011 "Lebanon Valley College(Private)" 185000 207000 76 4 37600
1011 "Marian University (Indiana)(Private)" 185000 175000 56 4 28100
1011 "Peru State College(In-State)" 185000 70100 35 5 21300
1011 "Peru State College(Out-of-State)" 185000 70100 35 5 21300
1011 "Saint Norbert College(Private)" 185000 177000 73 4 33200
1011 "Shorter University(Private)" 185000 135000 37 4 26200
1011 "University of North Georgia(Out-of-State)" 185000 107000 28 4 20700
1011 "Washington College(Private)" 185000 227000 73 4 30700
1022 "CUNY John Jay College of Criminal Justice(In-State)" 184000 129000 44 5 25400
1022 "Keuka College(Private)" 184000 178000 60 4 34300
1022 "Samford University(Private)" 184000 172000 73 4 35800
1022 "Virginia Commonwealth University(Out-of-State)" 184000 191000 62 5 30800
1026 "Arkansas Tech University(In-State)" 183000 69000 35 5 23800
1026 "Concordia University-Wisconsin(Private)" 183000 162000 56 4 36500
1026 "East Central University(In-State)" 183000 57900 34 5 18300
1026 "Texas A & M University-Texarkana(In-State)" 183000 72700 26 4 26400
1026 "University of Evansville(Private)" 183000 187000 69 4 25900
1026 "University of Jamestown(Private)" 183000 121000 50 4 30800
1026 "University of Michigan-Flint(Out-of-State)" 183000 131000 37 5 25700
1026 "Washburn University(Out-of-State)" 183000 106000 34 5 21900
1034 "Bemidji State University(In-State)" 182000 78300 46 6 34800
1034 "Bemidji State University(Out-of-State)" 182000 78300 46 6 34800
1034 "College of St Joseph(Private)" 182000 141000 31 6 30900
1034 "Keene State College(Out-of-State)" 182000 134000 63 4 38200
1034 "University of Alabama at Birmingham(Out-of-State)" 182000 136000 53 5 27300
1034 "University of Central Arkansas(In-State)" 182000 80400 42 5 30400
1034 "Upper Iowa University(Private)" 182000 157000 44 5 33900
1041 "Columbus State University(In-State)" 181000 81700 30 5 23100
1041 "Eastern Washington University(Out-of-State)" 181000 144000 47 5 25300
1041 "Indiana State University(Out-of-State)" 181000 125000 37 5 25900
1041 "Northwest Missouri State University(In-State)" 181000 72200 50 5 23300
1041 "Whitman College(Private)" 181000 237000 88 4 21900
1046 "Angelo State University(Out-of-State)" 180000 114000 36 5 22800
1046 "Arkansas State University-Main Campus(In-State)" 180000 85200 45 5 22700
1046 "Central Michigan University(Out-of-State)" 180000 139000 57 5 24400
1046 "Florida Agricultural and Mechanical University(Out-of-State)" 180000 130000 41 5 24900
1046 "Fontbonne University(Private)" 180000 147000 52 4 30700
1046 "Graceland University-Lamoni(Private)" 180000 151000 43 5 49500
1046 "Grand Valley State University(In-State)" 180000 89300 66 5 26000
1046 "Loras College(Private)" 180000 162000 71 4 32400
1046 "Minnesota State University Moorhead(In-State)" 180000 78900 42 6 36600
1046 "Saint Joseph's College of Maine(Private)" 180000 190000 54 4 32400
1046 "University of Mount Union(Private)" 180000 161000 59 4 41700
1057 "Florida Gulf Coast University(Out-of-State)" 179000 156000 46 5 35100
1057 "Friends University(Private)" 179000 153000 36 4 23900
1057 "Geneva College(Private)" 179000 148000 66 4 31200
1057 "Millersville University of Pennsylvania(Out-of-State)" 179000 144000 61 5 35400
1057 "Pittsburg State University(Out-of-State)" 179000 114000 49 5 24300
1057 "University of New England(Private)" 179000 206000 58 4 48200
1057 "University of Northern Iowa(Out-of-State)" 179000 121000 65 5 23300
1057 "Walsh University(Private)" 179000 163000 58 5 35700
1065 "Coppin State University(In-State)" 178000 81800 17 5 23600
1065 "East Carolina University(Out-of-State)" 178000 145000 61 5 28200
1065 "Longwood University(In-State)" 178000 101000 65 4 27800
1065 "Messiah College(Private)" 178000 179000 76 4 30000
1065 "Saint Xavier University(Private)" 178000 177000 51 5 25700
1065 "Thomas College(Private)" 178000 148000 45 4 40300
1065 "University of Southern Mississippi(In-State)" 178000 82900 45 5 25100
1072 "Colorado State University-Pueblo(Out-of-State)" 177000 139000 32 5 18800
1072 "Lindenwood University(Private)" 177000 124000 49 5 24600
1072 "Missouri State University-Springfield(Out-of-State)" 177000 107000 55 5 25100
1072 "University of Southern Maine(In-State)" 177000 91900 34 5 27600
1072 "Western Illinois University(In-State)" 177000 101000 53 5 30300
1077 "Delaware State University(In-State)" 176000 87600 43 5 26800
1077 "Eastern Michigan University(Out-of-State)" 176000 154000 41 5 24700
1077 "Hiram College(Private)" 176000 178000 61 4 31300
1077 "Tennessee State University(Out-of-State)" 176000 127000 34 5 27400
1077 "University of Central Missouri(Out-of-State)" 176000 101000 53 5 25800
1077 "University of Guam(In-State)" 176000 56400 30 5 17900
1077 "University of Hawaii at Manoa(Out-of-State)" 176000 186000 58 5 26500
1077 "Whitworth University(Private)" 176000 207000 73 4 30200
1085 "Centre College(Private)" 175000 201000 86 4 28300
1085 "Humboldt State University(Out-of-State)" 175000 137000 46 5 22200
1085 "Montana State University-Northern(In-State)" 175000 65600 26 5 20500
1085 "Saginaw Valley State University(Out-of-State)" 175000 128000 38 5 24000
1085 "Spalding University(Private)" 175000 148000 47 5 21600
1085 "University of the Virgin Islands(Out-of-State)" 175000 113000 22 5 21400
1091 "Fairleigh Dickinson University-Metropolitan Campus(Private)" 174000 214000 38 4 32600
1091 "Lake Superior State University(Out-of-State)" 174000 105000 41 5 24700
1091 "Lincoln University (Pennsylvania)(In-State)" 174000 97700 43 5 29200
1091 "Salve Regina University(Private)" 174000 209000 68 4 41300
1095 "Fisher College(Private)" 173000 194000 34 4 27600
1095 "Massachusetts College of Art and Design(Out-of-State)" 173000 189000 72 4 35900
1095 "Saint Mary's College(Private)" 173000 201000 77 4 31700
1098 "Canisius College(Private)" 172000 198000 71 4 34900
1098 "McDaniel College(Private)" 172000 205000 68 4 32900
1098 "Radford University(Out-of-State)" 172000 136000 58 4 30300
1098 "Siena Heights University(Private)" 172000 142000 47 5 40700
1098 "The Evergreen State College(In-State)" 172000 88600 56 4 22700
1098 "Washington & Jefferson College(Private)" 172000 220000 76 4 38700
1104 "Concordia University-Portland(Private)" 171000 160000 44 4 27300
1104 "University of Pittsburgh-Johnstown(Out-of-State)" 171000 150000 53 5 34500
1106 "Allegheny College(Private)" 170000 222000 76 4 32000
1106 "Colorado Mesa University(Out-of-State)" 170000 127000 32 5 37200
1106 "Eastern Illinois University(Out-of-State)" 170000 134000 57 5 28700
1106 "Indiana University-Purdue University-Fort Wayne(Out-of-State)" 170000 132000 22 5 22300
1106 "Roosevelt University(Private)" 170000 182000 40 5 27100
1106 "SUNY at Purchase College(Out-of-State)" 170000 139000 62 4 26200
1106 "Saint Edward's University(Private)" 170000 207000 64 4 35800
1113 "McMurry University(Private)" 169000 152000 36 4 37500
1113 "State University of New York at New Paltz(Out-of-State)" 169000 129000 72 4 25000
1115 "Bellarmine University(Private)" 168000 219000 64 4 29600
1115 "Millsaps College(Private)" 168000 199000 72 4 28000
1115 "Oakland City University(Private)" 168000 142000 34 4 32000
1115 "SUNY College at Plattsburgh(In-State)" 168000 90500 63 4 27300
1115 "The University of West Florida(In-State)" 168000 78600 49 5 26000
1115 "University of North Carolina Wilmington(In-State)" 168000 87300 72 4 26400
1121 "Jacksonville State University(In-State)" 167000 83700 35 5 28700
1121 "Roberts Wesleyan College(Private)" 167000 169000 59 4 33700
1121 "University of Arkansas-Fort Smith(Out-of-State)" 167000 93100 26 5 15600
1121 "University of Northern Colorado(Out-of-State)" 167000 135000 48 5 24200
1125 "Armstrong State University(In-State)" 166000 95300 33 5 23500
1125 "Inter American University of Puerto Rico-San German(Private)" 166000 59700 34 5 12100
1125 "Lawrence University(Private)" 166000 218000 79 4 28700
1128 "Northwestern State University of Louisiana(In-State)" 165000 79200 35 5 23700
1128 "University of Southern Indiana(In-State)" 165000 76500 38 5 28900
1128 "Western Kentucky University(Out-of-State)" 165000 135000 45 4 24000
1128 "Whittier College(Private)" 165000 227000 64 4 33400
1132 "Eastern New Mexico University-Main Campus(In-State)" 164000 67400 35 5 20400
1132 "Georgia College and State University(In-State)" 164000 103000 59 4 26900
1132 "Limestone College(Private)" 164000 153000 33 5 46000
1132 "Murray State University(In-State)" 164000 80100 49 5 33200
1136 "Austin Peay State University(In-State)" 163000 90400 38 5 21600
1136 "Franklin Pierce University(Private)" 163000 192000 43 4 38600
1136 "Montana State University-Billings(In-State)" 163000 73200 24 5 21100
1136 "University of South Carolina-Columbia(Out-of-State)" 163000 177000 73 4 32200
1136 "University of Wisconsin-Parkside(Out-of-State)" 163000 107000 24 5 22800
1136 "Willamette University(Private)" 163000 232000 78 4 31300
1142 "Arkansas Tech University(Out-of-State)" 162000 89200 35 5 23800
1142 "Clarion University of Pennsylvania(In-State)" 162000 95600 49 4 31600
1142 "Langston University(In-State)" 162000 73200 9 4 38600
1142 "Lesley University(Private)" 162000 180000 55 4 43400
1142 "Monmouth College(Private)" 162000 178000 56 4 28100
1142 "Northeastern State University(In-State)" 162000 62200 27 5 20500
1148 "Cameron University(In-State)" 161000 61700 19 5 21000
1148 "Grand Valley State University(Out-of-State)" 161000 108000 66 5 26000
1148 "Hood College(Private)" 161000 203000 65 4 33600
1148 "Kentucky State University(In-State)" 161000 73000 20 6 24500
1148 "LIU Post(Private)" 161000 210000 46 5 31400
1148 "Missouri Southern State University(In-State)" 161000 63600 30 5 20000
1148 "Northwest Missouri State University(Out-of-State)" 161000 92500 50 5 23300
1148 "Principia College(Private)" 161000 159000 68 4 23400
1148 "Slippery Rock University of Pennsylvania(In-State)" 161000 92000 68 4 34200
1148 "Texas Southern University(Out-of-State)" 161000 145000 17 5 24500
1148 "The College of Idaho(Private)" 161000 150000 57 4 29200
1148 "The University of Texas Rio Grande Valley(Out-of-State)" 161000 109000 41 5 15300
1148 "Winston-Salem State University(Out-of-State)" 161000 111000 47 5 24800
1161 "Alma College(Private)" 160000 190000 67 4 34200
1161 "Augustana University(Private)" 160000 158000 71 4 37900
1161 "Hastings College(Private)" 160000 157000 58 4 25900
1161 "Ohio Wesleyan University(Private)" 160000 231000 67 4 29900
1161 "University of Arkansas at Little Rock(Out-of-State)" 160000 133000 30 6 22100
1161 "Western Illinois University(Out-of-State)" 160000 118000 53 5 30300
1167 "Fairmont State University(In-State)" 159000 74100 28 5 28300
1167 "Spelman College(Private)" 159000 178000 77 4 32200
1167 "University of Central Oklahoma(Out-of-State)" 159000 112000 38 5 26100
1167 "University of Wisconsin-Stevens Point(In-State)" 159000 69600 63 5 26200
1171 "Ball State University(In-State)" 158000 92600 58 4 30700
1171 "Eastern Kentucky University(Out-of-State)" 158000 118000 41 6 22700
1171 "Nicholls State University(In-State)" 158000 82100 47 5 21600
1171 "University of Central Arkansas(Out-of-State)" 158000 104000 42 5 30400
1175 "Arkansas State University-Main Campus(Out-of-State)" 157000 109000 45 5 22700
1175 "Augustana College(Private)" 157000 199000 77 4 28100
1175 "Birmingham Southern College(Private)" 157000 191000 68 4 31600
1175 "CUNY John Jay College of Criminal Justice(Out-of-State)" 157000 156000 44 5 25400
1175 "Coppin State University(Out-of-State)" 157000 103000 17 5 23600
1175 "Eastern University(Private)" 157000 178000 58 4 33300
1175 "Grand View University(Private)" 157000 142000 48 5 28200
1175 "Lewis-Clark State College(Out-of-State)" 157000 117000 30 5 19600
1175 "Minneapolis College of Art and Design(Private)" 157000 184000 65 4 30700
1175 "SUNY College at Brockport(In-State)" 157000 88300 68 4 31500
1185 "Becker College(Private)" 156000 201000 35 4 44600
1185 "Fort Hays State University(Out-of-State)" 156000 103000 37 5 21400
1185 "Marymount Manhattan College(Private)" 156000 206000 45 4 31100
1185 "Saint Francis University(Private)" 156000 189000 67 4 37000
1185 "Western Carolina University(In-State)" 156000 78500 57 5 23200
1190 "Albright College(Private)" 155000 211000 54 4 37000
1190 "Grinnell College(Private)" 155000 241000 86 4 18400
1190 "Macalester College(Private)" 155000 243000 88 4 23200
1190 "University of Wisconsin-River Falls(Out-of-State)" 155000 104000 54 5 27600
1190 "University of the Incarnate Word(Private)" 155000 168000 56 5 27900
1195 "Bloomfield College(Private)" 154000 171000 31 5 24300
1195 "Eastern Oregon University(In-State)" 154000 85900 31 5 25200
1195 "Indiana University-South Bend(In-State)" 154000 77100 30 5 20300
1195 "Kent State University at Kent(Out-of-State)" 154000 134000 55 5 29100
1195 "MidAmerica Nazarene University(Private)" 154000 148000 57 4 24200
1195 "Montreat College(Private)" 154000 144000 36 4 23600
1195 "Oklahoma City University(Private)" 154000 180000 59 4 26900
1195 "Shepherd University(Out-of-State)" 154000 120000 46 5 40400
1195 "Thomas University(Private)" 154000 111000 44 4 27300
1204 "Carthage College(Private)" 153000 206000 63 4 36900
1204 "Simpson College(Private)" 153000 183000 63 4 35600
1204 "Trinity Christian College(Private)" 153000 156000 58 4 28300
1207 "Brenau University(Private)" 152000 164000 45 4 27400
1207 "Lincoln University (Pennsylvania)(Out-of-State)" 152000 120000 43 5 29200
1207 "Minnesota State University Moorhead(Out-of-State)" 152000 107000 42 6 36600
1207 "Stephen F Austin State University(Out-of-State)" 152000 130000 44 5 25700
1207 "University of Mount Olive(Private)" 152000 115000 47 4 23700
1212 "Covenant College(Private)" 151000 170000 67 4 25600
1212 "East Central University(Out-of-State)" 151000 90700 34 5 18300
1212 "St Olaf College(Private)" 151000 216000 88 4 27800
1215 "Endicott College(Private)" 150000 189000 80 4 47000
1215 "King's College(Private)" 150000 192000 65 4 36500
1215 "SUNY College at Oswego(Out-of-State)" 150000 130000 66 4 28200
1215 "Saint Ambrose University(Private)" 150000 167000 63 4 34200
1215 "Southern Connecticut State University(Out-of-State)" 150000 144000 51 5 27700
1215 "Tabor College(Private)" 150000 156000 48 4 25500
1221 "Fort Lewis College(In-State)" 149000 96500 45 5 23400
1221 "Marshall University(In-State)" 149000 79300 45 5 23100
1221 "Otterbein University(Private)" 149000 180000 58 4 32200
1221 "Ouachita Baptist University(Private)" 149000 137000 70 4 25800
1221 "Shenandoah University(Private)" 149000 178000 57 4 36900
1226 "Campbell University(Private)" 148000 180000 57 4 28600
1226 "Indiana University of Pennsylvania-Main Campus(Out-of-State)" 148000 145000 54 4 33500
1226 "Mercer University(Private)" 148000 197000 66 4 29400
1226 "Rhodes College(Private)" 148000 227000 79 4 25700
1226 "Warner University(Private)" 148000 126000 37 5 27100
1231 "Emerson College(Private)" 147000 232000 80 4 48200
1231 "St Catherine University(Private)" 147000 192000 59 4 31400
1231 "University of Guam(Out-of-State)" 147000 85600 30 5 17900
1231 "University of South Carolina-Upstate(Out-of-State)" 147000 136000 42 5 25600
1231 "University of West Georgia(In-State)" 147000 88500 41 5 24200
1231 "Utica College(Private)" 147000 182000 45 4 52000
1237 "Northwest Nazarene University(Private)" 146000 152000 49 5 27900
1237 "Slippery Rock University of Pennsylvania(Out-of-State)" 146000 106000 68 4 34200
1237 "The University of Tampa(Private)" 146000 164000 59 4 31800
1237 "Urbana University(Private)" 146000 134000 34 4 42400
1241 "Clarion University of Pennsylvania(Out-of-State)" 145000 112000 49 4 31600
1241 "Davenport University(Private)" 145000 113000 41 5 40000
1241 "Mills College(Private)" 145000 240000 67 4 24500
1241 "New College of Florida(Out-of-State)" 145000 173000 63 4 21800
1245 "Auburn University at Montgomery(In-State)" 144000 75100 23 6 22100
1245 "Baldwin Wallace University(Private)" 144000 169000 67 4 31900
1245 "Clark University(Private)" 144000 204000 75 4 30300
1245 "Drew University(Private)" 144000 248000 61 4 22200
1245 "Franciscan University of Steubenville(Private)" 144000 144000 76 4 32300
1245 "Gustavus Adolphus College(Private)" 144000 209000 81 4 38900
1245 "Pontifical Catholic University of Puerto Rico-Ponce(Private)" 144000 58900 40 6 14700
1245 "Texas A & M University-Texarkana(Out-of-State)" 144000 111000 26 4 26400
1245 "Trinity International University-Illinois(Private)" 144000 165000 58 4 29900
1245 "University of North Alabama(In-State)" 144000 72300 43 5 16100
1245 "University of South Florida-St Petersburg(Out-of-State)" 144000 125000 36 5 34800
1245 "University of Southern Mississippi(Out-of-State)" 144000 117000 45 5 25100
1257 "Our Lady of the Lake University(Private)" 143000 152000 39 4 28300
1257 "Regis College(Private)" 143000 215000 54 5 34300
1259 "Concordia University-Chicago(Private)" 142000 163000 48 5 26000
1259 "Delaware State University(Out-of-State)" 142000 121000 43 5 26800
1259 "East Stroudsburg University of Pennsylvania(In-State)" 142000 87000 57 5 33300
1259 "King University(Private)" 142000 156000 45 4 26600
1259 "Nebraska Wesleyan University(Private)" 142000 168000 70 4 27800
1264 "Coastal Carolina University(In-State)" 141000 95700 42 5 36100
1264 "Eastern New Mexico University-Main Campus(Out-of-State)" 141000 90200 35 5 20400
1264 "Missouri Southern State University(Out-of-State)" 141000 83500 30 5 20000
1264 "Saint Vincent College(Private)" 141000 181000 73 4 32500
1264 "Southeastern Louisiana University(Out-of-State)" 141000 125000 40 5 20300
1269 "Mount Mercy University(Private)" 140000 164000 58 4 38800
1269 "University of North Carolina at Greensboro(In-State)" 140000 77600 54 5 23300
1271 "Bryan College-Dayton(Private)" 139000 133000 58 4 24200
1271 "Central College(Private)" 139000 189000 65 4 32500
1271 "Columbus State University(Out-of-State)" 139000 123000 30 5 23100
1271 "Jacksonville State University(Out-of-State)" 139000 112000 35 5 28700
1271 "Oklahoma Panhandle State University(In-State)" 139000 66700 24 4 21500
1271 "Plymouth State University(In-State)" 139000 109000 55 4 35400
1271 "Webster University(Private)" 139000 171000 59 4 27400
1278 "Missouri Western State University(In-State)" 138000 75200 31 5 23500
1278 "Mount Holyoke College(Private)" 138000 232000 84 4 22400
1278 "Oklahoma Panhandle State University(Out-of-State)" 138000 67600 24 4 21500
1278 "University of South Carolina-Beaufort(In-State)" 138000 88900 24 5 25800
1282 "Bryn Mawr College(Private)" 137000 252000 83 4 21900
1282 "California University of Pennsylvania(In-State)" 137000 101000 50 4 28600
1282 "University of Nebraska at Kearney(In-State)" 137000 83700 57 5 23900
1282 "University of Puerto Rico-Rio Piedras(In-State)" 137000 59400 53 5 13800
1286 "Pacific University(Private)" 136000 212000 58 4 33700
1286 "SUNY College at Cortland(In-State)" 136000 94400 74 4 29800
1286 "The College of Wooster(Private)" 136000 226000 76 4 30200
1289 "Carroll College(Private)" 135000 175000 66 4 29900
1289 "Langston University(Out-of-State)" 135000 100000 9 4 38600
