"Trip.Seconds" Fare "Payment.Type"
180 4.75 Cash
780 11 Cash
3441 43.75 "Credit Card"
660 8.5 Cash
1500 25.75 "Credit Card"
3919 48 "Credit Card"
120 4.5 Cash
300 5.25 Cash
240 5 Cash
540 7 "Credit Card"
2580 46 Cash
300 6 Cash
1140 21.75 "Credit Card"
3809 50.75 Cash
600 8 "Credit Card"
660 8.5 Cash
2194 30.5 "Credit Card"
148 4.25 Cash
240 5 Cash
180 4.5 Cash
360 6 "Credit Card"
480 7.25 Cash
900 9.5 Cash
309 5.5 "Credit Card"
720 9.25 Cash
1560 29.5 "Credit Card"
900 8.5 "Credit Card"
399 6.25 Cash
695 9.5 "Credit Card"
780 9.5 Cash
360 6 Cash
2640 41.75 "Credit Card"
12 3.25 Cash
660 8.75 Cash
360 5.75 "Credit Card"
840 21.5 "Credit Card"
120 4.5 Cash
1652 30.25 Cash
480 6.25 "Credit Card"
4560 53 "Credit Card"
2406 34.25 Cash
3060 46 "Credit Card"
360 6 "Credit Card"
540 7 Cash
480 8 Cash
360 5.75 Cash
600 7.5 "Credit Card"
300 5.25 Cash
3960 46.75 "Credit Card"
420 6.5 "Credit Card"
2880 47.25 "Credit Card"
4220 48.75 Cash
423 7.25 Cash
360 6 "Credit Card"
960 11.25 Cash
120 4.5 Cash
1020 12.25 Cash
1140 23.25 Cash
840 10.5 Cash
1177 15.25 Cash
360 5.75 Cash
240 5.25 "Credit Card"
1440 22.25 "Credit Card"
3780 48.25 "Credit Card"
420 8.75 Cash
180 5.25 Cash
540 7.25 Cash
489 7.5 Cash
180 4.75 Cash
240 4.75 Cash
482 7 Cash
3848 47.25 Cash
540 7.5 Cash
378 7.5 Cash
720 8.75 Cash
300 5.25 "Credit Card"
4020 49.5 Cash
300 5.75 "Credit Card"
540 8 "Credit Card"
420 7.25 "Credit Card"
840 10.5 Cash
540 7.25 "Credit Card"
1140 20 "Credit Card"
300 6.25 "Credit Card"
960 14.75 Cash
660 7.75 "Credit Card"
1380 14.75 Cash
660 9.25 "Credit Card"
420 6.25 Cash
360 8 "Credit Card"
1260 16.5 "Credit Card"
360 5.75 "Credit Card"
4020 46.5 "Credit Card"
840 11.75 "Credit Card"
780 10 "Credit Card"
840 9.75 "Credit Card"
240 5.25 Cash
902 16.75 "Credit Card"
600 8.25 Cash
1020 13.5 Cash
300 6.75 "Credit Card"
4440 53.25 "Credit Card"
600 8.5 Cash
756 8.75 "Credit Card"
680 8.5 Cash
339 5.75 "Credit Card"
120 4 Cash
2460 43.5 Cash
1980 32.5 "Credit Card"
1313 16 Cash
1620 14.5 "Credit Card"
660 8 "Credit Card"
480 6.25 Cash
229 5 "Credit Card"
540 7 Cash
626 10.75 Cash
291 5.5 "Credit Card"
420 6.75 "Credit Card"
300 5.25 "Credit Card"
360 5.75 Cash
480 6.75 Cash
1320 37.75 Cash
840 9.75 "Credit Card"
2460 32.25 "Credit Card"
660 7.75 Cash
120 5 Cash
780 8.75 Cash
3060 45 "Credit Card"
720 8.75 Cash
540 8.5 "Credit Card"
540 9 Cash
780 9.5 "Credit Card"
960 17.75 Cash
2220 41.75 "Credit Card"
900 10.75 "Credit Card"
480 7.5 Cash
480 7 Cash
600 11.25 Cash
529 7.5 Cash
480 7.5 "Credit Card"
600 8.5 "Credit Card"
360 6.25 Cash
586 7.5 Cash
900 12.5 Cash
300 5.25 "Credit Card"
1500 17.75 "Credit Card"
540 6.75 Cash
342 5.75 Cash
780 8.75 Cash
4141 49.75 "Credit Card"
352 5.75 "Credit Card"
3335 44.5 "Credit Card"
300 5.25 Cash
844 10.5 Cash
420 7.75 Cash
660 8.75 "Credit Card"
2820 45.75 "Credit Card"
900 14.75 Cash
840 12 Cash
1620 18.5 Cash
660 10.25 Cash
2880 44.5 "Credit Card"
144 4.25 Cash
2400 35.5 "Credit Card"
2940 45.5 "Credit Card"
3282 51.5 "Credit Card"
720 11.25 Cash
1980 46 "Credit Card"
300 5.75 "Credit Card"
2640 43 "Credit Card"
2280 49.25 "Credit Card"
720 11.5 Cash
480 7.25 Cash
480 6.5 "Credit Card"
3420 92.5 Cash
360 5.75 Cash
1140 15 Cash
540 9 Cash
960 10.25 Cash
2724 43.75 "Credit Card"
2580 39.75 "Credit Card"
780 10 Cash
780 10.25 Cash
4200 54.25 "Credit Card"
60 3.5 Cash
2700 44 Cash
360 6.25 "Credit Card"
169 5 "Credit Card"
2460 35.75 "Credit Card"
3939 47.75 "Credit Card"
240 5.5 Cash
3381 46.25 "Credit Card"
480 7.5 Cash
900 19.25 "Credit Card"
3578 44.75 Cash
1680 22 Cash
600 8.75 "Credit Card"
300 5.75 Cash
660 12.25 Cash
877 10.5 "Credit Card"
240 5.25 Cash
780 9 Cash
3420 41.5 Cash
1680 26.5 Cash
266 5.25 "Credit Card"
1200 19.25 "Credit Card"
660 9.25 "Credit Card"
607 8.25 Cash
240 4.75 Cash
449 7 Cash
360 5.75 "Credit Card"
540 7 "Credit Card"
960 11 Cash
2820 44 "Credit Card"
3840 46.5 "Credit Card"
960 13.25 "Credit Card"
177 4.75 Cash
1260 12.5 Cash
540 8.75 Cash
838 10.5 "Credit Card"
540 6.75 Cash
420 6.75 Cash
240 5 Cash
360 5.75 "Credit Card"
478 6.75 Cash
660 7.75 "Credit Card"
360 5.25 Cash
720 13.5 Cash
480 7.5 "Credit Card"
240 5 "Credit Card"
3960 50.25 "Credit Card"
360 6 Cash
180 4.75 "Credit Card"
840 10.75 Cash
300 6 Cash
3949 50.25 "Credit Card"
840 10.25 Cash
420 5.75 "Credit Card"
420 6 Cash
300 6 "Credit Card"
840 9.5 "Credit Card"
300 5.25 Cash
496 6.75 Cash
900 9.5 "Credit Card"
679 8 "Credit Card"
2580 62.5 "Credit Card"
2220 29 "Credit Card"
725 9.25 Cash
300 5.75 Cash
300 6.5 "Credit Card"
490 6.5 Cash
540 8.75 Cash
976 11 "Credit Card"
540 7.25 Cash
600 7.25 Cash
180 4.25 "Credit Card"
420 6.25 Cash
6 3.25 Cash
420 6.75 Cash
900 13.25 Cash
600 8.5 Cash
600 8.5 "Credit Card"
1860 34.75 "Credit Card"
3960 50 "Credit Card"
1440 34.5 "Credit Card"
4320 45.5 Cash
3000 45 "Credit Card"
1260 13.75 "Credit Card"
1380 27.75 Cash
360 6 Cash
240 5.5 Cash
3000 44.25 "Credit Card"
660 10.75 Cash
840 9 Cash
480 6.5 Cash
360 6.25 Cash
60 3.75 Cash
720 8 "Credit Card"
480 6.75 "Credit Card"
537 7.5 Cash
2940 44.75 "Credit Card"
720 9.25 Cash
3180 47 "Credit Card"
360 5.75 Cash
338 6.25 Cash
720 7.75 Cash
600 7.75 "Credit Card"
420 6.5 Cash
480 6.5 "Credit Card"
720 8.5 Cash
660 15.25 "Credit Card"
180 4.5 Cash
600 8.75 Cash
420 6.25 "Credit Card"
840 9.75 Cash
2820 45 "Credit Card"
2880 43.75 "Credit Card"
420 5.75 Cash
900 18 Cash
2400 37.25 Cash
240 5 Cash
1440 22.25 Cash
120 4.25 "Credit Card"
300 6 "Credit Card"
240 5.25 "Credit Card"
1620 28.5 "Credit Card"
720 10 "Credit Card"
600 8 Cash
20 3.25 Cash
360 6.25 "Credit Card"
480 7 "Credit Card"
1500 24.31 Cash
180 4.75 Cash
3780 49.5 "Credit Card"
2160 43 "Credit Card"
487 7.5 Cash
2880 46.25 "Credit Card"
720 9.25 Cash
1987 28 "Credit Card"
240 5 Cash
780 21.75 "Credit Card"
1620 46.25 "Credit Card"
344 5.75 Cash
2040 33.25 Cash
420 6.5 "Credit Card"
2520 47.25 Cash
924 20.75 "Credit Card"
702 10 Cash
540 7 Cash
240 5.5 Cash
660 10.25 Cash
563 8.25 Cash
240 5.75 Cash
600 7.25 Cash
3763 47.5 "Credit Card"
3420 45 Cash
960 10.5 Cash
240 5.5 "Credit Card"
2760 43.75 "Credit Card"
795 9.75 Cash
268 6 Cash
2700 44.25 "Credit Card"
1558 30.25 "Credit Card"
300 5.25 Cash
840 10.25 "Credit Card"
720 8 Cash
660 8.75 Cash
360 6 "Credit Card"
240 4.5 Cash
540 8.5 "Credit Card"
1980 33 "Credit Card"
840 9.25 "Credit Card"
251 5.75 "Credit Card"
595 7.75 Cash
3240 45 "Credit Card"
1140 11 Cash
540 7.75 "Credit Card"
840 11 Cash
720 15.25 "Credit Card"
1560 22 "Credit Card"
650 9 Cash
300 5.25 "Credit Card"
1184 17.25 Cash
1200 25 Cash
2040 29.5 "Credit Card"
660 7.75 "Credit Card"
480 8.25 "Credit Card"
720 9.25 Cash
420 6 Cash
1148 13 "Credit Card"
540 7.75 Cash
720 8.25 Cash
513 7.75 Cash
540 6.5 Cash
720 11.5 "Credit Card"
2580 43 "Credit Card"
600 8.5 Cash
3115 51.25 "Credit Card"
180 4.75 Cash
840 10.75 Cash
1860 36.75 "Credit Card"
180 5 "Credit Card"
60 3.25 "Credit Card"
480 8.5 Cash
4205 49.75 Cash
420 6.25 Cash
4080 47.75 "Credit Card"
1020 11.25 Cash
1440 15.75 Cash
2640 36.75 Cash
180 4.75 "Credit Card"
4200 49 Cash
120 4.25 Cash
360 6.25 Cash
493 6.75 "Credit Card"
600 8 Cash
592 9 "Credit Card"
60 3.25 Cash
3360 49 Cash
3449 47.5 "Credit Card"
720 14.75 Cash
2580 43 Cash
2215 31.25 "Credit Card"
480 7.75 Cash
60 4.5 Cash
300 6.25 Cash
180 4.5 "Credit Card"
960 13 Cash
355 6.25 Cash
3660 39.25 "Credit Card"
3840 46 Cash
929 14.5 Cash
720 8.25 Cash
1200 11.5 Cash
480 8 Cash
360 5.5 "Credit Card"
3060 45.5 "Credit Card"
720 8.25 "Credit Card"
300 5.5 Cash
194 4.75 Cash
3720 45.25 Cash
1102 7 Cash
360 6.25 Cash
120 4.25 Cash
180 5.75 Cash
420 5.75 Cash
1620 20.75 "Credit Card"
1958 29 Cash
234 5.75 Cash
540 7.5 Cash
360 6.25 Cash
352 7 "Credit Card"
360 6.25 Cash
1680 32.75 "Credit Card"
1080 18.5 "Credit Card"
840 10 Cash
900 11.5 Cash
360 6.5 Cash
900 20.75 Cash
300 6.5 "Credit Card"
2640 44 "Credit Card"
600 9 Cash
1260 20 Cash
2280 34.75 "Credit Card"
540 7.5 Cash
2040 30.25 "Credit Card"
780 10.25 "Credit Card"
420 7.5 "Credit Card"
315 5.25 Cash
600 8.25 Cash
538 7.75 Cash
300 5.5 Cash
360 5.5 Cash
600 9 "Credit Card"
660 8.5 Cash
780 11 Cash
420 6.25 Cash
360 6.25 "Credit Card"
2820 44.25 "Credit Card"
174 4.25 Cash
1260 23.25 "Credit Card"
660 9.25 "Credit Card"
1020 23.25 Cash
900 10.5 Cash
377 6 Cash
660 7.75 Cash
605 8.75 "Credit Card"
3240 42.5 "Credit Card"
300 5.25 "Credit Card"
3000 45.25 Cash
900 9.75 "Credit Card"
420 7 Cash
1200 11.5 Cash
420 7.25 "Credit Card"
1140 39.25 "Credit Card"
2880 42.75 Cash
480 7.25 Cash
298 5.75 "Credit Card"
400 5.75 Cash
324 6.5 Cash
840 10.25 Cash
600 8.25 "Credit Card"
240 5.75 Cash
480 10.25 Cash
420 7 "Credit Card"
351 6.5 Cash
600 8.5 Cash
510 7 "Credit Card"
420 7.75 Cash
360 6 Cash
360 6.5 "Credit Card"
3540 47.75 "Credit Card"
2880 43.75 "Credit Card"
600 8.25 Cash
341 5.75 Cash
420 6.75 Cash
422 6.25 "Credit Card"
360 6.5 "Credit Card"
1320 17 Cash
540 8.75 "Credit Card"
300 5.75 Cash
420 7 "Credit Card"
540 8.75 Cash
720 10 Cash
720 10 "Credit Card"
420 7.25 "Credit Card"
360 5.75 "Credit Card"
360 5.75 "Credit Card"
557 7.75 Cash
480 7 Cash
600 9.25 Cash
360 6.75 Cash
60 3.5 Cash
787 9.5 "Credit Card"
180 4.75 Cash
568 7 "Credit Card"
2700 45 "Credit Card"
3540 38.25 Cash
180 4.5 Cash
420 7.5 Cash
240 5.25 "Credit Card"
420 7.25 Cash
720 9.25 Cash
309 5.5 Cash
400 6.25 "Credit Card"
733 12 Cash
180 4.5 Cash
240 5 Cash
502 7.75 "Credit Card"
1972 34.25 Cash
1440 19.75 "Credit Card"
360 6 Cash
2880 45.25 "Credit Card"
360 6 Cash
271 5.25 Cash
480 7.25 Cash
840 9.5 "Credit Card"
2580 43.5 "Credit Card"
300 5.25 Cash
1100 20.75 "Credit Card"
346 5.75 Cash
480 7 Cash
1440 50.25 "Credit Card"
2700 44 "Credit Card"
235 5.75 "Credit Card"
960 12.5 "Credit Card"
540 7.25 Cash
540 7.25 "Credit Card"
480 6.75 Cash
420 6.25 "Credit Card"
4200 47.5 "Credit Card"
584 7.75 Cash
300 5.5 "Credit Card"
420 6.5 "Credit Card"
10268 45.5 Cash
720 9.5 "Credit Card"
720 7.75 Cash
420 6 Cash
840 22.25 Cash
720 9.75 Cash
452 6.25 Cash
600 7.75 "Credit Card"
420 6.75 Cash
597 8.25 Cash
420 6.75 "Credit Card"
480 7 Cash
540 7.75 Cash
120 4.5 "Credit Card"
300 5.75 "Credit Card"
420 6.5 Cash
189 4.75 Cash
420 7 Cash
360 5.75 Cash
420 6.25 Cash
776 6 Cash
218 4.5 Cash
600 8 "Credit Card"
240 5.25 "Credit Card"
353 6 Cash
420 8.5 Cash
406 6.75 Cash
420 6.5 Cash
660 8.25 Cash
240 5.25 Cash
1140 11.75 Cash
660 8.5 "Credit Card"
180 5 "Credit Card"
660 8.75 Cash
420 7.75 "Credit Card"
360 5.5 Cash
679 8.75 "Credit Card"
960 13 "Credit Card"
2820 45 "Credit Card"
420 6.75 "Credit Card"
420 6.25 Cash
300 6 "Credit Card"
3000 44.5 "Credit Card"
2820 45.75 Cash
2280 21.25 Cash
3780 63.5 "Credit Card"
420 7.5 "Credit Card"
360 6.25 "Credit Card"
300 5.75 "Credit Card"
180 5 "Credit Card"
861 9.25 "Credit Card"
180 4.75 "Credit Card"
540 7.5 Cash
2100 34.5 Cash
1140 16.5 Cash
780 13.25 "Credit Card"
840 15.25 Cash
480 7.5 "Credit Card"
394 10.75 Cash
420 6.5 Cash
2040 33.25 "Credit Card"
660 8 Cash
360 6 Cash
74 3.75 Cash
420 6.5 Cash
771 9 Cash
600 9.5 "Credit Card"
480 7 "Credit Card"
720 9.25 "Credit Card"
360 7 "Credit Card"
2071 14.5 Cash
435 8.75 "Credit Card"
2940 46 "Credit Card"
300 6.25 Cash
540 9 Cash
660 8.5 Cash
608 9 Cash
660 10.5 Cash
660 8.5 Cash
600 8 Cash
2040 48 "Credit Card"
360 6.25 "Credit Card"
600 8 "Credit Card"
120 4.25 Cash
4260 47.5 Cash
2940 45.25 "Credit Card"
840 12 "Credit Card"
360 6 Cash
780 15.25 "Credit Card"
2160 42 "Credit Card"
480 7 Cash
335 6.75 "Credit Card"
540 8.5 "Credit Card"
779 10.5 Cash
638 10 Cash
600 6.75 "Credit Card"
600 7.75 "Credit Card"
2940 45 "Credit Card"
420 6.75 "Credit Card"
540 6.5 Cash
468 6.5 "Credit Card"
543 8.25 Cash
480 8 Cash
2400 35 "Credit Card"
1560 31.5 "Credit Card"
540 8 "Credit Card"
120 4.25 Cash
3699 79.5 Cash
600 7.75 Cash
360 6 Cash
240 5.5 Cash
420 6.25 "Credit Card"
3157 46.5 "Credit Card"
2700 43.25 "Credit Card"
660 7.5 Cash
1559 18.5 Cash
900 9.25 "Credit Card"
372 5.25 Cash
2940 46.75 "Credit Card"
553 7.5 Cash
1080 12.75 "Credit Card"
540 7.75 Cash
780 8.75 Cash
493 8 Cash
397 6.75 Cash
1221 12 Cash
524 8.5 Cash
600 11 Cash
4200 66 "Credit Card"
794 8.75 Cash
1080 32.75 Cash
300 5.5 Cash
480 7.25 Cash
240 5.5 Cash
420 6.25 Cash
780 10.75 Cash
480 6.75 Cash
780 10.5 Cash
2280 37 "Credit Card"
2520 46 Cash
757 9 Cash
300 6.25 "Credit Card"
395 6.5 "Credit Card"
780 9 Cash
120 4 "Credit Card"
420 6.5 Cash
957 11.5 "Credit Card"
568 7.75 Cash
858 9.5 Cash
360 6.25 Cash
1980 27.5 Cash
300 6 "Credit Card"
2220 43.25 "Credit Card"
720 9 Cash
540 8 "Credit Card"
540 8.5 "Credit Card"
1860 33.25 "Credit Card"
900 10.5 "Credit Card"
2460 45 "Credit Card"
420 8.25 Cash
300 5.5 "Credit Card"
180 5.25 Cash
600 7.75 Cash
600 8.5 Cash
856 12 "Credit Card"
927 10 Cash
366 6.25 "Credit Card"
180 5.25 Cash
1080 11.5 Cash
2820 44.25 "Credit Card"
638 8.5 "Credit Card"
240 5.5 "Credit Card"
2029 39 "Credit Card"
1200 19 Cash
720 9.5 "Credit Card"
780 8.75 Cash
311 5.25 Cash
870 10.25 "Credit Card"
420 6.5 Cash
1620 32 "Credit Card"
780 9 Cash
360 6 Cash
469 8 Cash
240 4.75 "Credit Card"
780 15 "Credit Card"
540 7 Cash
600 7.75 Cash
360 5.5 Cash
1080 13.75 Cash
339 6.25 "Credit Card"
11 3.25 Cash
3000 45 "Credit Card"
240 4.75 Cash
540 7.75 "Credit Card"
3000 45.75 "Credit Card"
840 9.5 "Credit Card"
475 7.75 Cash
2700 45.5 "Credit Card"
300 5.5 Cash
780 9.5 "Credit Card"
320 6 "Credit Card"
678 8.25 "Credit Card"
360 6.25 "Credit Card"
60 4 Cash
360 6 "Credit Card"
1560 24.5 "Credit Card"
2100 35.25 Cash
240 5.75 "Credit Card"
355 6.25 "Credit Card"
1751 22 Cash
360 6.75 Cash
420 6.5 "Credit Card"
480 8 Cash
660 9 "Credit Card"
480 6.5 "Credit Card"
120 4.25 Cash
238 5.25 "Credit Card"
540 8.25 "Credit Card"
660 7.75 Cash
360 5.75 Cash
540 7.75 "Credit Card"
480 8 "Credit Card"
240 4.75 Cash
318 6.25 "Credit Card"
240 5.25 "Credit Card"
3000 40.75 Cash
797 9 "Credit Card"
454 7.25 "Credit Card"
480 7.25 Cash
360 6.25 "Credit Card"
480 7 Cash
1153 13 "Credit Card"
900 12.5 Cash
754 11.5 Cash
420 7 Cash
960 19 Cash
2160 33 "Credit Card"
240 5.5 "Credit Card"
180 4.5 "Credit Card"
1560 17.75 Cash
600 16.5 "Credit Card"
660 14.75 Cash
480 11.25 Cash
240 5 Cash
2040 44.5 Cash
600 10.25 Cash
360 6.25 "Credit Card"
420 6.25 "Credit Card"
420 6 "Credit Card"
686 11.5 "Credit Card"
960 14.75 "Credit Card"
63 3.75 Cash
540 11.5 "Credit Card"
2940 44.5 "Credit Card"
10 3.25 Cash
1320 14 "Credit Card"
2520 43.75 "Credit Card"
900 8.75 Cash
303 5.5 Cash
3060 42.5 "Credit Card"
1680 24.25 "Credit Card"
529 6.75 "Credit Card"
300 13 Cash
480 7.5 "Credit Card"
480 7.25 Cash
2220 42.5 "Credit Card"
660 9.25 "Credit Card"
120 4.25 Cash
360 9 "Credit Card"
637 11.5 "Credit Card"
480 8.5 "Credit Card"
759 8.75 "Credit Card"
2880 43.5 "Credit Card"
360 5.5 Cash
2640 45.75 "Credit Card"
360 6 Cash
360 6 Cash
900 11.25 "Credit Card"
480 8 "Credit Card"
360 6.25 Cash
960 15.5 "Credit Card"
420 6.75 "Credit Card"
600 8.5 Cash
931 10.25 Cash
2880 41.5 "Credit Card"
840 13.5 "Credit Card"
900 12.75 "Credit Card"
240 5.25 "Credit Card"
60 3.25 Cash
1020 11 Cash
300 5 Cash
1762 45.25 "Credit Card"
780 14.75 "Credit Card"
4203 49.25 "Credit Card"
1140 13.75 "Credit Card"
4371 38 Cash
480 8.75 Cash
420 6.75 Cash
480 7.25 Cash
2820 46.25 "Credit Card"
3240 47.25 "Credit Card"
829 7 Cash
2398 37.5 Cash
3000 43.75 Cash
2160 32 Cash
360 5.75 "Credit Card"
180 4.75 Cash
960 15.25 "Credit Card"
660 9.25 "Credit Card"
360 7.25 Cash
2100 33.75 "Credit Card"
420 6.5 "Credit Card"
780 9.25 Cash
187 5 "Credit Card"
3060 47.5 "Credit Card"
360 5.5 Cash
629 7.5 Cash
32 3.25 Cash
4500 52.75 Cash
300 6.25 "Credit Card"
480 7.5 Cash
540 8 Cash
180 5 Cash
660 14.5 Cash
660 8.75 Cash
960 15.5 Cash
3240 45.25 "Credit Card"
1980 57 "Credit Card"
292 5.75 Cash
300 7.5 Cash
472 7.75 Cash
420 6.75 "Credit Card"
300 5 Cash
1 4.75 Cash
2040 43 "Credit Card"
345 6 Cash
1897 33.25 "Credit Card"
1680 48.5 "Credit Card"
300 5.75 Cash
4920 55.25 Cash
180 6 Cash
720 9 Cash
180 4.5 "Credit Card"
396 6 Cash
4680 52.5 "Credit Card"
360 6.75 Cash
447 6.75 "Credit Card"
300 5.25 Cash
480 7 Cash
180 4.75 Cash
360 6.5 Cash
960 12 Cash
205 4.75 Cash
480 7.5 Cash
240 5.5 Cash
780 9.5 Cash
420 6.5 Cash
540 7.75 Cash
120 4.25 "Credit Card"
1260 36.75 "Credit Card"
141 4.25 Cash
360 5.75 Cash
540 8.5 Cash
396 6.5 "Credit Card"
660 8 "Credit Card"
695 9.25 "Credit Card"
556 7.75 Cash
234 5 Cash
780 11.25 "Credit Card"
240 5 "Credit Card"
420 8 Cash
2880 46.5 "Credit Card"
1957 14.5 Cash
180 5 Cash
540 7.5 "Credit Card"
360 5.75 Cash
420 6.25 "Credit Card"
1620 26.5 Cash
480 7 Cash
1612 45 "Credit Card"
420 7.75 "Credit Card"
517 7 "Credit Card"
2940 43.25 "Credit Card"
252 5 Cash
3000 45.5 "Credit Card"
1260 13 Cash
660 11.5 Cash
660 9 "Credit Card"
1140 18 "Credit Card"
309 6 Cash
2880 44 "Credit Card"
360 6 Cash
360 6.25 Cash
360 6.5 Cash
1740 18 Cash
420 6.25 "Credit Card"
660 8.5 Cash
720 20 "Credit Card"
300 5.75 Cash
300 5 Cash
540 7.25 Cash
900 11.75 Cash
1020 17.25 Cash
420 6 Cash
4620 51.25 "Credit Card"
300 5 Cash
671 10 Cash
1800 32.5 "Credit Card"
360 6 "Credit Card"
319 5.75 "Credit Card"
2040 34.25 "Credit Card"
1860 47.25 Cash
360 7.5 Cash
420 6.25 Cash
660 12.5 Cash
480 7.5 Cash
480 7 Cash
250 5.75 Cash
660 8.5 Cash
660 8.25 "Credit Card"
1500 18.75 Cash
540 9.75 "Credit Card"
2580 35.5 Cash
420 6 Cash
180 4 Cash
480 10 "Credit Card"
480 6.75 Cash
840 12 "Credit Card"
1980 32 Cash
480 7 "Credit Card"
780 12 "Credit Card"
469 6.5 Cash
2940 44.25 "Credit Card"
780 13.5 "Credit Card"
360 6.25 Cash
2940 44.75 "Credit Card"
720 9.25 Cash
2640 40 "Credit Card"
300 6 Cash
480 8 Cash
299 5.25 "Credit Card"
540 7 Cash
660 15 Cash
480 6.75 "Credit Card"
360 6.25 Cash
300 5.75 "Credit Card"
2520 26.75 "Credit Card"
780 13.25 Cash
1116 11.25 Cash
3360 46.25 "Credit Card"
420 6.25 "Credit Card"
2 3.25 Cash
1620 19.75 "Credit Card"
480 7.25 "Credit Card"
3180 45 "Credit Card"
420 7.75 "Credit Card"
360 6.25 "Credit Card"
720 8.75 Cash
780 21 "Credit Card"
180 4.75 Cash
360 5.75 "Credit Card"
780 9.25 Cash
1401 14.25 Cash
1320 29.5 "Credit Card"
480 10.5 "Credit Card"
2580 43 "Credit Card"
420 10 Cash
360 5.75 Cash
2700 44 Cash
600 7.5 Cash
720 9.5 Cash
4980 66.5 Cash
364 6.25 Cash
600 8.75 "Credit Card"
497 7.25 Cash
240 5 Cash
420 6.75 Cash
3540 47.25 Cash
478 7 Cash
720 9 Cash
600 13 Cash
2100 34.75 "Credit Card"
617 9.25 Cash
600 7.5 Cash
720 9.25 Cash
960 25.25 "Credit Card"
180 5 Cash
480 6.75 Cash
420 6 "Credit Card"
1939 35.75 Cash
360 7 Cash
420 7.5 "Credit Card"
540 8.75 "Credit Card"
540 7.25 Cash
600 7.75 "Credit Card"
2815 45.5 Cash
540 7.5 "Credit Card"
300 6.25 "Credit Card"
540 7 Cash
360 5.75 Cash
360 5.75 Cash
1200 20.75 Cash
1860 33.25 "Credit Card"
300 5.25 Cash
437 6.25 Cash
660 8.25 Cash
169 4.5 Cash
300 5.75 Cash
2280 33 Cash
600 7.75 Cash
780 10.25 Cash
960 16.75 Cash
1260 27 Cash
360 5.5 "Credit Card"
2700 40.5 "Credit Card"
900 11.75 Cash
420 6 "Credit Card"
300 6 Cash
660 8.25 Cash
1680 21 "Credit Card"
240 5.5 Cash
300 5.5 "Credit Card"
1080 19.75 "Credit Card"
1504 20.25 Cash
480 7.5 "Credit Card"
420 7.25 Cash
4320 50.75 "Credit Card"
840 10.75 Cash
780 8.75 Cash
720 8.25 Cash
2820 38.75 Cash
600 8 "Credit Card"
3180 44.25 "Credit Card"
8820 83 Cash
300 5.75 Cash
1020 12.75 Cash
420 6.75 Cash
600 7.25 Cash
1920 32 Cash
780 13 "Credit Card"
300 7 Cash
420 6.25 Cash
180 5 "Credit Card"
120 4.25 Cash
1140 11.5 Cash
600 8.5 Cash
327 6.25 "Credit Card"
540 8.5 Cash
1200 17.75 Cash
660 8.5 Cash
180 4.75 Cash
717 11.5 "Credit Card"
1380 41.25 "Credit Card"
497 6.75 "Credit Card"
720 8.75 Cash
660 8.25 "Credit Card"
2280 46 Cash
676 10 "Credit Card"
4020 51.25 "Credit Card"
540 7 "Credit Card"
720 8.5 Cash
720 10 Cash
240 4.75 Cash
3180 45.75 "Credit Card"
360 6.5 Cash
2820 44 "Credit Card"
420 7.25 "Credit Card"
660 8.5 Cash
540 7.5 "Credit Card"
480 6.5 Cash
515 8 "Credit Card"
886 10 Cash
140 4.25 Cash
240 4.75 Cash
4320 77 "Credit Card"
928 4.75 Cash
660 9.5 "Credit Card"
660 9.75 Cash
396 6.25 "Credit Card"
420 6.25 Cash
420 6.25 Cash
2280 45.5 "Credit Card"
720 12.75 "Credit Card"
420 7.75 Cash
1853 29.5 "Credit Card"
300 6.25 Cash
840 14.5 Cash
60 3.25 Cash
5587 37 Cash
360 7.25 Cash
600 8.5 "Credit Card"
4920 54.5 Cash
780 10.75 Cash
600 8.25 Cash
180 4.5 Cash
424 5.75 Cash
300 5.5 Cash
180 4.75 Cash
180 4 "Credit Card"
360 6.5 "Credit Card"
9900 88 Cash
3000 45.25 "Credit Card"
2700 44.25 "Credit Card"
420 7.5 Cash
540 7.75 Cash
420 7 "Credit Card"
2820 43.75 "Credit Card"
1020 18.75 "Credit Card"
180 4.75 Cash
120 3.75 Cash
600 7.75 Cash
3060 40 "Credit Card"
540 7.25 Cash
2400 37.25 "Credit Card"
2220 26.75 Cash
2760 42.5 "Credit Card"
3000 45.25 "Credit Card"
480 6.5 Cash
720 10.25 Cash
180 5 "Credit Card"
1140 11.75 "Credit Card"
885 10.75 "Credit Card"
185 4.5 Cash
3540 48.5 Cash
600 8 Cash
4980 67.25 Cash
2160 34.5 Cash
660 8.5 Cash
433 6.5 Cash
900 9.25 "Credit Card"
480 6.75 "Credit Card"
600 7.75 "Credit Card"
2880 45 Cash
4396 51.5 "Credit Card"
474 9.25 "Credit Card"
360 5.5 Cash
637 7.25 Cash
300 6.25 "Credit Card"
720 8 Cash
840 7.75 Cash
1142 5 Cash
240 6.5 Cash
240 5 Cash
1020 11.75 Cash
300 5.75 Cash
180 5 Cash
480 7.25 Cash
388 5.75 Cash
540 7.75 Cash
692 9 Cash
563 7 "Credit Card"
360 6.25 "Credit Card"
420 6.25 Cash
2760 43 Cash
240 5.75 Cash
540 8.75 Cash
540 7.5 "Credit Card"
703 8.75 Cash
300 5 Cash
300 5.5 Cash
420 7.5 Cash
1080 23.25 Cash
184 5.25 Cash
